query,gold_label,predicted_template,template_confidence,template_id,template_match,entities,resolved_entities,masked_query,cypher_parameters,cypher_strategy,kg_row_count,kg_hop_path,summary,error
How closely does Chambal Fertilisers follow base oil prices?,F_Simple,F_Simple,0.5612908894667729,simple_triplet,True,"[""Chambal Fertilisers"", ""base oil""]","[{""entity"": ""Chambal Fertilisers"", ""matched_node_name"": ""Chambal Fertilisers"", ""matched_id"": ""C_CHAMBAL"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""base oil"", ""matched_node_name"": ""Base oil"", ""matched_id"": ""RM_BASEOIL"", ""matched_type"": ""RAW_MATERIAL"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",How closely does <COMPANY> follow <RAW_MATERIAL> prices?,"{""nnp1"": ""C_CHAMBAL"", ""prop1"": ""PRICE_LINKED_TO"", ""nn1"": ""COMPANY""}","{""nnp1"": ""C_CHAMBAL"", ""nnp2"": ""RM_BASEOIL"", ""nnp3"": null, ""prop1"": ""PRICE_LINKED_TO"", ""nn1"": ""COMPANY"", ""nn2"": ""RAW_MATERIAL"", ""threshold"": null}",single_entity,2,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=Chambal Fertilisers | relationship=HURT_BY | object_name=Spot LNG / JKM | object_type=MACRO_VAR
Row 2: company_name=Chambal Fertilisers | relationship=REGULATED_BY | object_name=Nutrient Based Subsidy | object_type=POLICY",,
What supply chain risk does India pose for Oil India?,F_Simple,F_Simple,0.5890943801007479,simple_triplet,True,"[""India"", ""Oil India""]","[{""entity"": ""India"", ""matched_node_name"": ""India"", ""matched_id"": ""G_INDIA"", ""matched_type"": ""GEOGRAPHY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""Oil India"", ""matched_node_name"": ""Oil India"", ""matched_id"": ""C_OIL"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",What supply chain risk does <GEOGRAPHY> pose for <COMPANY>?,"{""nnp1"": ""C_OIL"", ""prop1"": ""SOURCED_FROM"", ""nn1"": ""COMPANY""}","{""nnp1"": ""C_OIL"", ""nnp2"": ""G_INDIA"", ""nnp3"": null, ""prop1"": ""SOURCED_FROM"", ""nn1"": ""COMPANY"", ""nn2"": ""GEOGRAPHY"", ""threshold"": null}",single_entity,1,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=Oil India | relationship=BENEFITS_FROM | object_name=Brent crude price | object_type=MACRO_VAR",,
Who funds Indian Oil expansion?,F_Simple,F_Simple,0.5990434730699,simple_triplet,True,"[""Indian Oil""]","[{""entity"": ""Indian Oil"", ""matched_node_name"": ""Indian Oil"", ""matched_id"": ""C_IOC"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",Who funds <COMPANY> expansion?,"{""nnp1"": ""C_IOC"", ""prop1"": ""INVESTS_IN"", ""nn1"": ""COMPANY""}","{""nnp1"": ""C_IOC"", ""nnp2"": null, ""nnp3"": null, ""prop1"": ""INVESTS_IN"", ""nn1"": ""COMPANY"", ""nn2"": null, ""threshold"": null}",single_entity,4,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=Indian Oil | relationship=BENEFITS_FROM | object_name=Gross refining margin | object_type=MACRO_VAR
Row 2: company_name=Indian Oil | relationship=HURT_BY | object_name=Saudi LPG contract price | object_type=MACRO_VAR
Row 3: company_name=Indian Oil | relationship=NEEDS | object_name=Crude oil | object_type=RAW_MATERIAL
Row 4: company_name=Indian Oil | relationship=REGULATED_BY | object_name=Administered LPG pricing | object_type=POLICY",,
How does bond yields feed into Power & Utilities earnings?,F_Simple,F_Simple,0.6249544595856535,simple_triplet,True,"[""Power & Utilities"", ""bond yields""]","[{""entity"": ""Power & Utilities"", ""matched_node_name"": ""Power & Utilities"", ""matched_id"": ""S_POWER"", ""matched_type"": ""SECTOR"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""bond yields"", ""matched_node_name"": ""RBI policy rate"", ""matched_id"": ""M_REPO"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 0.99, ""source"": ""alias""}]",How does <MACRO_VAR> feed into <SECTOR> earnings?,"{""nnp1"": ""S_POWER"", ""prop1"": ""CAUSES"", ""nn1"": ""SECTOR""}","{""nnp1"": ""S_POWER"", ""nnp2"": ""M_REPO"", ""nnp3"": null, ""prop1"": ""CAUSES"", ""nn1"": ""SECTOR"", ""nn2"": ""MACRO_VAR"", ""threshold"": null}",single_entity,21,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: sector_name=Power & Utilities | company_name=Coal India | relationship=BENEFITS_FROM | object_name=Spot LNG / JKM | object_type=MACRO_VAR
Row 2: sector_name=Power & Utilities | company_name=Coal India | relationship=BENEFITS_FROM | object_name=Power availability | object_type=CONSTRAINT
Row 3: sector_name=Power & Utilities | company_name=Adani Enterprises | relationship=BENEFITS_FROM | object_name=India AI infrastructure capex cycle | object_type=EVENT
Row 4: sector_name=Power & Utilities | company_name=NTPC | relationship=BENEFITS_FROM | object_name=Spot LNG / JKM | object_type=MACRO_VAR
Row 5: sector_name=Power & Utilities | company_name=NTPC Green Energy
Row 6: sector_name=Power & Utilities | company_name=Power Grid Corporation | relationship=BENEFITS_FROM | object_name=Transmission evacuation capacity | object_type=CONSTRAINT
Row 7: sector_name=Power & Utilities | company_name=Tata Power | relationship=BENEFITS_FROM | object_name=India AI infrastructure capex cycle | object_type=EVENT
Row 8: sector_name=Power & Utilities | company_name=Adani Power
Row 9: sector_name=Power & Utilities | company_name=Adani Green Energy | relationship=BENEFITS_FROM | object_name=India AI infrastructure capex cycle | object_type=EVENT
Row 10: sector_name=Power & Utilities | company_name=JSW Energy
Row 11: sector_name=Power & Utilities | company_name=Torrent Power
Row 12: sector_name=Power & Utilities | company_name=NHPC | relationship=BENEFITS_FROM | object_name=Grid stability under volatile DC load ramps | object_type=CONSTRAINT
Row 13: sector_name=Power & Utilities | company_name=Indian Energy Exchange | relationship=BENEFITS_FROM | object_name=India AI infrastructure capex cycle | object_type=EVENT
Row 14: sector_name=Power & Utilities | company_name=Suzlon Energy
Row 15: sector_name=Power & Utilities | company_name=Inox Wind
Row 16: sector_name=Power & Utilities | company_name=KPI Green Energy
Row 17: sector_name=Power & Utilities | company_name=Waaree Energies | relationship=BENEFITS_FROM | object_name=Strait of Hormuz disruption | object_type=EVENT
Row 18: sector_name=Power & Utilities | company_name=Premier Energies
Row 19: sector_name=Power & Utilities | company_name=Exide Industries
Row 20: sector_name=Power & Utilities | company_name=Amara Raja Energy & Mobility
Row 21: sector_name=Power & Utilities | company_name=Servotech Renewable Power",,
Why did Hindustan Petroleum fall after Red Sea headlines?,F_Simple,F_Simple,0.48855811511215197,simple_triplet,True,"[""Hindustan Petroleum"", ""Red Sea""]","[{""entity"": ""Hindustan Petroleum"", ""matched_node_name"": ""Hindustan Petroleum"", ""matched_id"": ""C_HPCL"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""Red Sea"", ""matched_node_name"": ""Strait of Hormuz"", ""matched_id"": ""G_HORMUZ"", ""matched_type"": ""GEOGRAPHY"", ""similarity"": 0.99, ""source"": ""alias""}]",Why did <COMPANY> fall after <GEOGRAPHY> headlines?,"{""nnp1"": ""C_HPCL"", ""prop1"": ""CAUSES"", ""nn1"": ""COMPANY""}","{""nnp1"": ""C_HPCL"", ""nnp2"": ""G_HORMUZ"", ""nnp3"": null, ""prop1"": ""CAUSES"", ""nn1"": ""COMPANY"", ""nn2"": ""GEOGRAPHY"", ""threshold"": null}",single_entity,1,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=Hindustan Petroleum | relationship=HURT_BY | object_name=Saudi LPG contract price | object_type=MACRO_VAR",,
Does current account deficit weaken Cholamandalam Investment fundamentals?,F_Simple,F_Simple,0.5900225770826251,simple_triplet,True,"[""current account deficit"", ""Cholamandalam Investment""]","[{""entity"": ""current account deficit"", ""matched_node_name"": ""Current account deficit"", ""matched_id"": ""M_CAD"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""Cholamandalam Investment"", ""matched_node_name"": ""Cholamandalam Investment"", ""matched_id"": ""C_CHOLAFIN"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",Does <MACRO_VAR> weaken <COMPANY> fundamentals?,"{""nnp1"": ""M_CAD"", ""prop1"": ""INVESTS_IN"", ""nn1"": ""MACRO_VAR""}","{""nnp1"": ""M_CAD"", ""nnp2"": ""C_CHOLAFIN"", ""nnp3"": null, ""prop1"": ""INVESTS_IN"", ""nn1"": ""MACRO_VAR"", ""nn2"": ""COMPANY"", ""threshold"": null}",single_entity,1,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: shock_name=Current account deficit | linked_name=Brent crude price | node_type=MACRO_VAR",,
What is the price linkage between LPG and Hindustan Petroleum?,F_Simple,F_Simple,0.5467587594910563,simple_triplet,True,"[""LPG"", ""Hindustan Petroleum""]","[{""entity"": ""LPG"", ""matched_node_name"": ""LPG"", ""matched_id"": ""RM_LPG"", ""matched_type"": ""RAW_MATERIAL"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""Hindustan Petroleum"", ""matched_node_name"": ""Hindustan Petroleum"", ""matched_id"": ""C_HPCL"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",What is the price linkage between <RAW_MATERIAL> and <COMPANY>?,"{""nnp1"": ""C_HPCL"", ""prop1"": ""PRICE_LINKED_TO"", ""nn1"": ""COMPANY""}","{""nnp1"": ""C_HPCL"", ""nnp2"": ""RM_LPG"", ""nnp3"": null, ""prop1"": ""PRICE_LINKED_TO"", ""nn1"": ""COMPANY"", ""nn2"": ""RAW_MATERIAL"", ""threshold"": null}",single_entity,1,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=Hindustan Petroleum | relationship=HURT_BY | object_name=Saudi LPG contract price | object_type=MACRO_VAR",,
How does excise duty change hit Bharat Petroleum?,F_Simple,F_Simple,0.5944923617808207,simple_triplet,True,"[""Bharat Petroleum""]","[{""entity"": ""Bharat Petroleum"", ""matched_node_name"": ""Bharat Petroleum"", ""matched_id"": ""C_BPCL"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",How does excise duty change hit <COMPANY>?,"{""nnp1"": ""C_BPCL"", ""prop1"": ""CAUSES"", ""nn1"": ""COMPANY""}","{""nnp1"": ""C_BPCL"", ""nnp2"": null, ""nnp3"": null, ""prop1"": ""CAUSES"", ""nn1"": ""COMPANY"", ""nn2"": null, ""threshold"": null}",single_entity,1,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=Bharat Petroleum | relationship=HURT_BY | object_name=Saudi LPG contract price | object_type=MACRO_VAR",,
Break down Metals & Mining sensitivity to USD/INR.,F_QuantMin,F_Simple,0.4933879295477006,simple_triplet,False,"[""Metals & Mining"", ""USD/INR""]","[{""entity"": ""Metals & Mining"", ""matched_node_name"": ""Metals & Mining"", ""matched_id"": ""S_METALS"", ""matched_type"": ""SECTOR"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""USD/INR"", ""matched_node_name"": ""USD/INR"", ""matched_id"": ""M_INR"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",Break down <SECTOR> sensitivity to <MACRO_VAR>.,"{""nnp1"": ""S_METALS"", ""prop1"": ""OWNS"", ""nn1"": ""SECTOR""}","{""nnp1"": ""S_METALS"", ""nnp2"": ""M_INR"", ""nnp3"": null, ""prop1"": ""OWNS"", ""nn1"": ""SECTOR"", ""nn2"": ""MACRO_VAR"", ""threshold"": null}",single_entity,6,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: sector_name=Metals & Mining | company_name=Hindalco | relationship=HURT_BY | object_name=Brent crude price | object_type=MACRO_VAR
Row 2: sector_name=Metals & Mining | company_name=National Aluminium
Row 3: sector_name=Metals & Mining | company_name=Vedanta
Row 4: sector_name=Metals & Mining | company_name=JSW Steel
Row 5: sector_name=Metals & Mining | company_name=Tata Steel
Row 6: sector_name=Metals & Mining | company_name=Hindustan Copper",,
Why did Solar Industries fall after Oman headlines?,F_Simple,F_Simple,0.48855811511215197,simple_triplet,True,"[""Solar Industries"", ""Oman""]","[{""entity"": ""Solar Industries"", ""matched_node_name"": ""Solar Industries"", ""matched_id"": ""C_SOLARINDS"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""Oman"", ""matched_node_name"": ""Oman"", ""matched_id"": ""G_OMAN"", ""matched_type"": ""GEOGRAPHY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",Why did <COMPANY> fall after <GEOGRAPHY> headlines?,"{""nnp1"": ""C_SOLARINDS"", ""prop1"": ""CAUSES"", ""nn1"": ""COMPANY""}","{""nnp1"": ""C_SOLARINDS"", ""nnp2"": ""G_OMAN"", ""nnp3"": null, ""prop1"": ""CAUSES"", ""nn1"": ""COMPANY"", ""nn2"": ""GEOGRAPHY"", ""threshold"": null}",single_entity,1,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=Solar Industries | relationship=BENEFITS_FROM | object_name=Strait of Hormuz disruption | object_type=EVENT",,
"Between Hindustan Unilever and ONGC, who faces more Hormuz disruption risk?",F_CompMore,F_CompMore,0.42226831333236353,compare_more,True,"[""Hindustan Unilever"", ""Hormuz disruption""]","[{""entity"": ""Hindustan Unilever"", ""matched_node_name"": ""Hindustan Unilever"", ""matched_id"": ""C_HUL"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""Hormuz disruption"", ""matched_node_name"": ""Strait of Hormuz disruption"", ""matched_id"": ""E_HORMUZ"", ""matched_type"": ""EVENT"", ""similarity"": 0.99, ""source"": ""alias""}]","Between <COMPANY> and ONGC, who faces more <EVENT> risk?","{""nnp1"": ""C_HUL"", ""nnp2"": ""E_HORMUZ"", ""nnp3"": ""E_HORMUZ""}","{""nnp1"": ""C_HUL"", ""nnp2"": ""E_HORMUZ"", ""nnp3"": ""E_HORMUZ"", ""prop1"": null, ""nn1"": ""COMPANY"", ""nn2"": ""EVENT"", ""threshold"": null}",compare_pair,1,"Template: compare_more (F_CompMore)
Query intent: Compare exposure/path length: first entity has more hops than second.

Row 1: entity_a=Hindustan Unilever | entity_b=Strait of Hormuz disruption | hops_a=2 | more_connected=Hindustan Unilever",,
Model base and bull cases for Banks & NBFCs after refinery outage.,F_LogIntersection,F_LogIntersection,0.5273191344791278,logical_intersection,True,"[""Banks & NBFCs"", ""refinery outage""]","[{""entity"": ""Banks & NBFCs"", ""matched_node_name"": ""Banks & NBFCs"", ""matched_id"": ""S_BFSI"", ""matched_type"": ""SECTOR"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""refinery outage"", ""matched_node_name"": ""Strait of Hormuz disruption"", ""matched_id"": ""E_HORMUZ"", ""matched_type"": ""EVENT"", ""similarity"": 0.99, ""source"": ""alias""}]",Model base and bull cases for <SECTOR> after <EVENT>.,"{""nnp1"": ""S_BFSI"", ""nnp2"": ""E_HORMUZ"", ""prop1"": ""HURT_BY"", ""nn1"": ""SECTOR""}","{""nnp1"": ""S_BFSI"", ""nnp2"": ""E_HORMUZ"", ""nnp3"": null, ""prop1"": ""HURT_BY"", ""nn1"": ""SECTOR"", ""nn2"": ""EVENT"", ""threshold"": null}",single_entity,18,"Template: logical_intersection (F_LogIntersection)
Query intent: Objects reachable via two predicates from the same subject.

Row 1: sector_name=Banks & NBFCs | company_name=Bajaj Finance | relationship=HURT_BY | object_name=RBI policy rate | object_type=MACRO_VAR
Row 2: sector_name=Banks & NBFCs | company_name=Cholamandalam Investment | relationship=HURT_BY | object_name=Brent crude price | object_type=MACRO_VAR
Row 3: sector_name=Banks & NBFCs | company_name=Shriram Finance | relationship=HURT_BY | object_name=Brent crude price | object_type=MACRO_VAR
Row 4: sector_name=Banks & NBFCs | company_name=Muthoot Finance | relationship=BENEFITS_FROM | object_name=Strait of Hormuz disruption | object_type=EVENT
Row 5: sector_name=Banks & NBFCs | company_name=Manappuram Finance | relationship=BENEFITS_FROM | object_name=Strait of Hormuz disruption | object_type=EVENT
Row 6: sector_name=Banks & NBFCs | company_name=HDFC Bank
Row 7: sector_name=Banks & NBFCs | company_name=State Bank of India | relationship=BENEFITS_FROM | object_name=India AI infrastructure capex cycle | object_type=EVENT
Row 8: sector_name=Banks & NBFCs | company_name=AU Small Finance Bank
Row 9: sector_name=Banks & NBFCs | company_name=Federal Bank | relationship=BENEFITS_FROM | object_name=USD/INR | object_type=MACRO_VAR
Row 10: sector_name=Banks & NBFCs | company_name=South Indian Bank | relationship=BENEFITS_FROM | object_name=USD/INR | object_type=MACRO_VAR
Row 11: sector_name=Banks & NBFCs | company_name=CSB Bank | relationship=HURT_BY | object_name=Strait of Hormuz disruption | object_type=EVENT
Row 12: sector_name=Banks & NBFCs | company_name=Dhanlaxmi Bank
Row 13: sector_name=Banks & NBFCs | company_name=GIC Re
Row 14: sector_name=Banks & NBFCs | company_name=New India Assurance | relationship=BENEFITS_FROM | object_name=Marine war-risk premium | object_type=MACRO_VAR
Row 15: sector_name=Banks & NBFCs | company_name=ICICI Lombard
Row 16: sector_name=Banks & NBFCs | company_name=Power Finance Corporation | relationship=BENEFITS_FROM | object_name=Power availability | object_type=CONSTRAINT
Row 17: sector_name=Banks & NBFCs | company_name=REC Ltd | relationship=BENEFITS_FROM | object_name=Power availability | object_type=CONSTRAINT
Row 18: sector_name=Banks & NBFCs | company_name=IREDA | relationship=BENEFITS_FROM | object_name=Grid stability under volatile DC load ramps | object_type=CONSTRAINT",,
What is the beta of Federal Bank to tanker freight rates?,F_Simple,F_Simple,0.5463415025072785,simple_triplet,True,"[""Federal Bank"", ""tanker freight rates""]","[{""entity"": ""Federal Bank"", ""matched_node_name"": ""Federal Bank"", ""matched_id"": ""C_FEDERALBNK"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""tanker freight rates"", ""matched_node_name"": ""Tanker freight rates"", ""matched_id"": ""M_FREIGHT"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",What is the beta of <COMPANY> to <MACRO_VAR>?,"{""nnp1"": ""C_FEDERALBNK"", ""prop1"": ""CAUSES"", ""nn1"": ""COMPANY""}","{""nnp1"": ""C_FEDERALBNK"", ""nnp2"": ""M_FREIGHT"", ""nnp3"": null, ""prop1"": ""CAUSES"", ""nn1"": ""COMPANY"", ""nn2"": ""MACRO_VAR"", ""threshold"": null}",single_entity,2,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=Federal Bank | relationship=BENEFITS_FROM | object_name=USD/INR | object_type=MACRO_VAR
Row 2: company_name=Federal Bank | relationship=HEDGES | object_name=Strait of Hormuz disruption | object_type=EVENT",,
How is fertiliser subsidy linked to Indian Oil?,F_Simple,F_Simple,0.5291388896770245,simple_triplet,True,"[""Indian Oil""]","[{""entity"": ""Indian Oil"", ""matched_node_name"": ""Indian Oil"", ""matched_id"": ""C_IOC"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",How is fertiliser subsidy linked to <COMPANY>?,"{""nnp1"": ""C_IOC"", ""prop1"": ""PRICE_LINKED_TO"", ""nn1"": ""COMPANY""}","{""nnp1"": ""C_IOC"", ""nnp2"": null, ""nnp3"": null, ""prop1"": ""PRICE_LINKED_TO"", ""nn1"": ""COMPANY"", ""nn2"": null, ""threshold"": null}",single_entity,4,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=Indian Oil | relationship=BENEFITS_FROM | object_name=Gross refining margin | object_type=MACRO_VAR
Row 2: company_name=Indian Oil | relationship=HURT_BY | object_name=Saudi LPG contract price | object_type=MACRO_VAR
Row 3: company_name=Indian Oil | relationship=NEEDS | object_name=Crude oil | object_type=RAW_MATERIAL
Row 4: company_name=Indian Oil | relationship=REGULATED_BY | object_name=Administered LPG pricing | object_type=POLICY",,
Model base and bull cases for Telecom & Connectivity after crude price rally.,F_LogIntersection,F_LogIntersection,0.5510880074397497,logical_intersection,True,"[""Telecom & Connectivity"", ""crude price rally""]","[{""entity"": ""Telecom & Connectivity"", ""matched_node_name"": ""Telecom & Connectivity"", ""matched_id"": ""S_TELECOM"", ""matched_type"": ""SECTOR"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""crude price rally"", ""matched_node_name"": ""Brent crude price"", ""matched_id"": ""M_BRENT"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 0.99, ""source"": ""alias""}]",Model base and bull cases for <SECTOR> after <MACRO_VAR>.,"{""nnp1"": ""S_TELECOM"", ""nnp2"": ""M_BRENT"", ""prop1"": ""PRICE_LINKED_TO"", ""nn1"": ""SECTOR""}","{""nnp1"": ""S_TELECOM"", ""nnp2"": ""M_BRENT"", ""nnp3"": null, ""prop1"": ""PRICE_LINKED_TO"", ""nn1"": ""SECTOR"", ""nn2"": ""MACRO_VAR"", ""threshold"": null}",single_entity,7,"Template: logical_intersection (F_LogIntersection)
Query intent: Objects reachable via two predicates from the same subject.

Row 1: sector_name=Telecom & Connectivity | company_name=Bharti Airtel
Row 2: sector_name=Telecom & Connectivity | company_name=Tata Communications | relationship=BENEFITS_FROM | object_name=India AI infrastructure capex cycle | object_type=EVENT
Row 3: sector_name=Telecom & Connectivity | company_name=RailTel Corporation
Row 4: sector_name=Telecom & Connectivity | company_name=Sterlite Technologies
Row 5: sector_name=Telecom & Connectivity | company_name=HFCL
Row 6: sector_name=Telecom & Connectivity | company_name=Tejas Networks
Row 7: sector_name=Telecom & Connectivity | company_name=Indus Towers | relationship=BENEFITS_FROM | object_name=Generative AI | object_type=TECHNOLOGY",,
Does Cochin Shipyard pass through bond yields changes?,F_Simple,F_Simple,0.5777782933277137,simple_triplet,True,"[""Cochin Shipyard"", ""bond yields""]","[{""entity"": ""Cochin Shipyard"", ""matched_node_name"": ""Cochin Shipyard"", ""matched_id"": ""C_COCHINSHIP"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""bond yields"", ""matched_node_name"": ""RBI policy rate"", ""matched_id"": ""M_REPO"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 0.99, ""source"": ""alias""}]",Does <COMPANY> pass through <MACRO_VAR> changes?,"{""nnp1"": ""C_COCHINSHIP"", ""prop1"": ""TRANSITS"", ""nn1"": ""COMPANY""}","{""nnp1"": ""C_COCHINSHIP"", ""nnp2"": ""M_REPO"", ""nnp3"": null, ""prop1"": ""TRANSITS"", ""nn1"": ""COMPANY"", ""nn2"": ""MACRO_VAR"", ""threshold"": null}",single_entity,1,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=Cochin Shipyard | relationship=BENEFITS_FROM | object_name=Strait of Hormuz disruption | object_type=EVENT",,
Which suppliers are disrupted by Oman tension?,F_Simple,F_Simple,0.5731083910495978,simple_triplet,True,"[""Oman""]","[{""entity"": ""Oman"", ""matched_node_name"": ""Oman"", ""matched_id"": ""G_OMAN"", ""matched_type"": ""GEOGRAPHY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",Which suppliers are disrupted by <GEOGRAPHY> tension?,"{""nnp1"": ""G_OMAN"", ""prop1"": ""CAUSES"", ""nn1"": ""GEOGRAPHY""}","{""nnp1"": ""G_OMAN"", ""nnp2"": null, ""nnp3"": null, ""prop1"": ""CAUSES"", ""nn1"": ""GEOGRAPHY"", ""nn2"": null, ""threshold"": null}",single_entity,1,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: geography_name=Oman | linked_name=Urea | linked_type=RAW_MATERIAL | relationship=SOURCED_FROM",,
How does LPG import disruption affect Solar Industries share price?,F_Simple,F_Simple,0.6042890669512243,simple_triplet,True,"[""LPG"", ""Solar Industries"", ""LPG import disruption""]","[{""entity"": ""LPG"", ""matched_node_name"": ""LPG"", ""matched_id"": ""RM_LPG"", ""matched_type"": ""RAW_MATERIAL"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""Solar Industries"", ""matched_node_name"": ""Solar Industries"", ""matched_id"": ""C_SOLARINDS"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""LPG import disruption"", ""matched_node_name"": ""Strait of Hormuz disruption"", ""matched_id"": ""E_HORMUZ"", ""matched_type"": ""EVENT"", ""similarity"": 0.99, ""source"": ""alias""}]",How does <EVENT> affect <COMPANY> share price?,"{""nnp1"": ""C_SOLARINDS"", ""prop1"": ""HURT_BY"", ""nn1"": ""COMPANY""}","{""nnp1"": ""C_SOLARINDS"", ""nnp2"": ""RM_LPG"", ""nnp3"": null, ""prop1"": ""HURT_BY"", ""nn1"": ""COMPANY"", ""nn2"": ""RAW_MATERIAL"", ""threshold"": null}",single_entity,1,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=Solar Industries | relationship=BENEFITS_FROM | object_name=Strait of Hormuz disruption | object_type=EVENT",,
Who is the parent of Cochin Shipyard?,F_Simple,F_Simple,0.5324089605361526,simple_triplet,True,"[""Cochin Shipyard""]","[{""entity"": ""Cochin Shipyard"", ""matched_node_name"": ""Cochin Shipyard"", ""matched_id"": ""C_COCHINSHIP"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",Who is the parent of <COMPANY>?,"{""nnp1"": ""C_COCHINSHIP"", ""prop1"": ""CAUSES"", ""nn1"": ""COMPANY""}","{""nnp1"": ""C_COCHINSHIP"", ""nnp2"": null, ""nnp3"": null, ""prop1"": ""CAUSES"", ""nn1"": ""COMPANY"", ""nn2"": null, ""threshold"": null}",single_entity,1,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=Cochin Shipyard | relationship=BENEFITS_FROM | object_name=Strait of Hormuz disruption | object_type=EVENT",,
