query,gold_label,predicted_template,template_confidence,template_id,template_match,entities,resolved_entities,masked_query,cypher_parameters,triplet_slots,cypher_strategy,kg_row_count,kg_hop_path,summary,error
Which input prices move with INR depreciation for GAIL?,F_Simple,F_Simple,0.5499346660841964,simple_triplet,True,"[""INR depreciation""]","[{""entity"": ""INR depreciation"", ""matched_node_name"": ""USD/INR"", ""matched_id"": ""M_INR"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 0.99, ""source"": ""alias""}]",Which input prices move with <MACRO_VAR> for GAIL?,"{""prop1"": ""PRICE_LINKED_TO"", ""nn1"": ""MACRO_VAR"", ""nnp1"": ""M_INR""}","{""nnp1"": ""M_INR"", ""nnp2"": null, ""nnp3"": null, ""prop1"": ""PRICE_LINKED_TO"", ""nn1"": ""MACRO_VAR"", ""nn2"": null, ""threshold"": null}",single_entity,7,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: shock_name=USD/INR | linked_name=Current account deficit | node_type=MACRO_VAR
Row 2: shock_name=USD/INR | linked_name=Federal Bank | node_type=COMPANY
Row 3: shock_name=USD/INR | linked_name=South Indian Bank | node_type=COMPANY
Row 4: shock_name=USD/INR | linked_name=Tata Consultancy Services | node_type=COMPANY
Row 5: shock_name=USD/INR | linked_name=Infosys | node_type=COMPANY
Row 6: shock_name=USD/INR | linked_name=Sun Pharmaceutical | node_type=COMPANY
Row 7: shock_name=USD/INR | linked_name=InterGlobe Aviation | node_type=COMPANY",,
Does Bharat Electronics face feedstock shortage from Strait of Hormuz?,F_Simple,F_Simple,0.6743323351005142,simple_triplet,True,"[""Bharat Electronics"", ""Strait of Hormuz""]","[{""entity"": ""Bharat Electronics"", ""matched_node_name"": ""Bharat Electronics"", ""matched_id"": ""C_BEL"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""Strait of Hormuz"", ""matched_node_name"": ""Strait of Hormuz"", ""matched_id"": ""G_HORMUZ"", ""matched_type"": ""GEOGRAPHY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",Does <COMPANY> face feedstock shortage from <GEOGRAPHY>?,"{""prop1"": ""SOURCED_FROM"", ""nn1"": ""COMPANY"", ""nnp1"": ""C_BEL""}","{""nnp1"": ""C_BEL"", ""nnp2"": ""G_HORMUZ"", ""nnp3"": null, ""prop1"": ""SOURCED_FROM"", ""nn1"": ""COMPANY"", ""nn2"": ""GEOGRAPHY"", ""threshold"": null}",single_entity,1,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=Bharat Electronics | relationship=BENEFITS_FROM | object_name=Strait of Hormuz disruption | object_type=EVENT",,
Break down Shipping & Logistics sensitivity to INR depreciation.,F_Simple,F_Simple,0.4933879295477006,simple_triplet,True,"[""Shipping & Logistics"", ""INR depreciation""]","[{""entity"": ""Shipping & Logistics"", ""matched_node_name"": ""Shipping & Logistics"", ""matched_id"": ""S_SHIPPING"", ""matched_type"": ""SECTOR"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""INR depreciation"", ""matched_node_name"": ""USD/INR"", ""matched_id"": ""M_INR"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 0.99, ""source"": ""alias""}]",Break down <SECTOR> sensitivity to <MACRO_VAR>.,"{""prop1"": ""OWNS"", ""nn1"": ""SECTOR"", ""nnp1"": ""S_SHIPPING""}","{""nnp1"": ""S_SHIPPING"", ""nnp2"": ""M_INR"", ""nnp3"": null, ""prop1"": ""OWNS"", ""nn1"": ""SECTOR"", ""nn2"": ""MACRO_VAR"", ""threshold"": null}",single_entity,10,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: sector_name=Shipping & Logistics | company_name=Great Eastern Shipping | relationship=BENEFITS_FROM | object_name=Tanker freight rates | object_type=MACRO_VAR
Row 2: sector_name=Shipping & Logistics | company_name=Great Eastern Shipping | relationship=HURT_BY | object_name=Marine war-risk premium | object_type=MACRO_VAR
Row 3: sector_name=Shipping & Logistics | company_name=Shipping Corporation of India | relationship=BENEFITS_FROM | object_name=Tanker freight rates | object_type=MACRO_VAR
Row 4: sector_name=Shipping & Logistics | company_name=Seamec
Row 5: sector_name=Shipping & Logistics | company_name=Adani Ports & SEZ | relationship=BENEFITS_FROM | object_name=India AI infrastructure capex cycle | object_type=EVENT
Row 6: sector_name=Shipping & Logistics | company_name=Adani Ports & SEZ | relationship=HURT_BY | object_name=Strait of Hormuz disruption | object_type=EVENT
Row 7: sector_name=Shipping & Logistics | company_name=JSW Infrastructure
Row 8: sector_name=Shipping & Logistics | company_name=Container Corp of India | relationship=HURT_BY | object_name=Tanker freight rates | object_type=MACRO_VAR
Row 9: sector_name=Shipping & Logistics | company_name=Allcargo Logistics
Row 10: sector_name=Shipping & Logistics | company_name=Transport Corp of India | relationship=HURT_BY | object_name=Brent crude price | object_type=MACRO_VAR",,
Who benefits from higher tanker freight rates?,F_CompMore,F_CompMore,0.5518057537464068,compare_more,True,"[""tanker freight rates""]","[{""entity"": ""tanker freight rates"", ""matched_node_name"": ""Tanker freight rates"", ""matched_id"": ""M_FREIGHT"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",Who benefits from higher <MACRO_VAR>?,"{""nnp1"": ""M_FREIGHT""}","{""nnp1"": ""M_FREIGHT"", ""nnp2"": null, ""nnp3"": ""M_FREIGHT"", ""prop1"": ""BENEFITS_FROM"", ""nn1"": ""MACRO_VAR"", ""nn2"": null, ""threshold"": null}",single_entity,4,"Template: compare_more (F_CompMore)
Query intent: Compare exposure/path length: first entity has more hops than second.

Row 1: shock_name=Tanker freight rates | linked_name=Strait of Hormuz disruption | node_type=EVENT
Row 2: shock_name=Tanker freight rates | linked_name=Great Eastern Shipping | node_type=COMPANY
Row 3: shock_name=Tanker freight rates | linked_name=Shipping Corporation of India | node_type=COMPANY
Row 4: shock_name=Tanker freight rates | linked_name=Container Corp of India | node_type=COMPANY",,
Which peer has greater Singapore GRM exposure: GAIL or GAIL?,F_LogUnion,F_LogUnion,0.6692543543506176,logical_union,True,"[""Singapore GRM""]","[{""entity"": ""Singapore GRM"", ""matched_node_name"": ""Gross refining margin"", ""matched_id"": ""M_GRM"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 0.99, ""source"": ""alias""}]",Which peer has greater <MACRO_VAR> exposure: GAIL or GAIL?,"{""prop1"": ""HURT_BY"", ""nn1"": ""MACRO_VAR"", ""nnp1"": ""M_GRM""}","{""nnp1"": ""M_GRM"", ""nnp2"": null, ""nnp3"": null, ""prop1"": ""HURT_BY"", ""nn1"": ""MACRO_VAR"", ""nn2"": null, ""threshold"": null}",single_entity,4,"Template: logical_union (F_LogUnion)
Query intent: Union of two relationship patterns from the same subject.

Row 1: shock_name=Gross refining margin | linked_name=Strait of Hormuz disruption | node_type=EVENT
Row 2: shock_name=Gross refining margin | linked_name=Indian Oil | node_type=COMPANY
Row 3: shock_name=Gross refining margin | linked_name=Mangalore Refinery | node_type=COMPANY
Row 4: shock_name=Gross refining margin | linked_name=Chennai Petroleum | node_type=COMPANY",,
What capacity bottlenecks slow Oil India rollout?,F_Simple,F_Simple,0.7027611541075878,simple_triplet,True,"[""Oil India"", ""India""]","[{""entity"": ""Oil India"", ""matched_node_name"": ""Oil India"", ""matched_id"": ""C_OIL"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""India"", ""matched_node_name"": ""India"", ""matched_id"": ""G_INDIA"", ""matched_type"": ""GEOGRAPHY"", ""similarity"": 0.99, ""source"": ""alias""}]",What capacity bottlenecks slow <COMPANY> rollout?,"{""prop1"": ""CONSTRAINED_BY"", ""nn1"": ""COMPANY"", ""nnp1"": ""C_OIL""}","{""nnp1"": ""C_OIL"", ""nnp2"": ""G_INDIA"", ""nnp3"": null, ""prop1"": ""CONSTRAINED_BY"", ""nn1"": ""COMPANY"", ""nn2"": ""GEOGRAPHY"", ""threshold"": null}",single_entity,1,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=Oil India | relationship=BENEFITS_FROM | object_name=Brent crude price | object_type=MACRO_VAR",,
How do subsidy revisions change Coal India outlook?,F_Simple,F_Simple,0.5671370344361768,simple_triplet,True,"[""Coal India"", ""India""]","[{""entity"": ""Coal India"", ""matched_node_name"": ""Coal India"", ""matched_id"": ""C_COALINDIA"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""India"", ""matched_node_name"": ""India"", ""matched_id"": ""G_INDIA"", ""matched_type"": ""GEOGRAPHY"", ""similarity"": 0.99, ""source"": ""alias""}]",How do subsidy revisions change <COMPANY> outlook?,"{""prop1"": ""CAUSES"", ""nn1"": ""COMPANY"", ""nnp1"": ""C_COALINDIA""}","{""nnp1"": ""C_COALINDIA"", ""nnp2"": ""G_INDIA"", ""nnp3"": null, ""prop1"": ""CAUSES"", ""nn1"": ""COMPANY"", ""nn2"": ""GEOGRAPHY"", ""threshold"": null}",propagation_open,25,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Path 1: Coal India -> Spot LNG / JKM (1 hops)
  Coal India -[BENEFITS_FROM]-> Spot LNG / JKM
Path 2: Coal India -> Power & Utilities (1 hops)
  Coal India -[CONTAINS]-> Power & Utilities
Path 3: Coal India -> Indraprastha Gas (2 hops)
  Coal India -[BENEFITS_FROM]-> Spot LNG / JKM
  Spot LNG / JKM -[HURT_BY]-> Indraprastha Gas
Path 4: Coal India -> Servotech Renewable Power (2 hops)
  Coal India -[CONTAINS]-> Power & Utilities
  Power & Utilities -[CONTAINS]-> Servotech Renewable Power
Path 5: Coal India -> Strait of Hormuz disruption (2 hops)
  Coal India -[BENEFITS_FROM]-> Spot LNG / JKM
  Spot LNG / JKM -[CAUSES]-> Strait of Hormuz disruption
Path 6: Coal India -> NTPC (2 hops)
  Coal India -[BENEFITS_FROM]-> Spot LNG / JKM
  Spot LNG / JKM -[BENEFITS_FROM]-> NTPC
Path 7: Coal India -> Adani Power (2 hops)
  Coal India -[CONTAINS]-> Power & Utilities
  Power & Utilities -[CONTAINS]-> Adani Power
Path 8: Coal India -> Adani Enterprises (2 hops)
  Coal India -[CONTAINS]-> Power & Utilities
  Power & Utilities -[CONTAINS]-> Adani Enterprises
Path 9: Coal India -> Exide Industries (2 hops)
  Coal India -[CONTAINS]-> Power & Utilities
  Power & Utilities -[CONTAINS]-> Exide Industries
Path 10: Coal India -> Amara Raja Energy & Mobility (2 hops)
  Coal India -[CONTAINS]-> Power & Utilities
  Power & Utilities -[CONTAINS]-> Amara Raja Energy & Mobility
Path 11: Coal India -> Premier Energies (2 hops)
  Coal India -[CONTAINS]-> Power & Utilities
  Power & Utilities -[CONTAINS]-> Premier Energies
Path 12: Coal India -> Suzlon Energy (2 hops)
  Coal India -[CONTAINS]-> Power & Utilities
  Power & Utilities -[CONTAINS]-> Suzlon Energy
Path 13: Coal India -> KPI Green Energy (2 hops)
  Coal India -[CONTAINS]-> Power & Utilities
  Power & Utilities -[CONTAINS]-> KPI Green Energy
Path 14: Coal India -> Waaree Energies (2 hops)
  Coal India -[CONTAINS]-> Power & Utilities
  Power & Utilities -[CONTAINS]-> Waaree Energies
Path 15: Coal India -> NTPC Green Energy (2 hops)
  Coal India -[CONTAINS]-> Power & Utilities
  Power & Utilities -[CONTAINS]-> NTPC Green Energy
Path 16: Coal India -> NHPC (2 hops)
  Coal India -[CONTAINS]-> Power & Utilities
  Power & Utilities -[CONTAINS]-> NHPC
Path 17: Coal India -> Power Grid Corporation (2 hops)
  Coal India -[CONTAINS]-> Power & Utilities
  Power & Utilities -[CONTAINS]-> Power Grid Corporation
Path 18: Coal India -> Tata Power (2 hops)
  Coal India -[CONTAINS]-> Power & Utilities
  Power & Utilities -[CONTAINS]-> Tata Power
Path 19: Coal India -> Adani Green Energy (2 hops)
  Coal India -[CONTAINS]-> Power & Utilities
  Power & Utilities -[CONTAINS]-> Adani Green Energy
Path 20: Coal India -> Torrent Power (2 hops)
  Coal India -[CONTAINS]-> Power & Utilities
  Power & Utilities -[CONTAINS]-> Torrent Power
Path 21: Coal India -> JSW Energy (2 hops)
  Coal India -[CONTAINS]-> Power & Utilities
  Power & Utilities -[CONTAINS]-> JSW Energy
Path 22: Coal India -> NTPC (2 hops)
  Coal India -[CONTAINS]-> Power & Utilities
  Power & Utilities -[CONTAINS]-> NTPC
Path 23: Coal India -> Inox Wind (2 hops)
  Coal India -[CONTAINS]-> Power & Utilities
  Power & Utilities -[CONTAINS]-> Inox Wind
Path 24: Coal India -> Indian Energy Exchange (2 hops)
  Coal India -[CONTAINS]-> Power & Utilities
  Power & Utilities -[CONTAINS]-> Indian Energy Exchange
Path 25: Coal India -> Mahanagar Gas (2 hops)
  Coal India -[BENEFITS_FROM]-> Spot LNG / JKM
  Spot LNG / JKM -[HURT_BY]-> Mahanagar Gas",,
Which inputs become scarce after LPG import disruption?,F_Simple,F_Simple,0.528261465783904,simple_triplet,True,"[""LPG"", ""LPG import disruption""]","[{""entity"": ""LPG"", ""matched_node_name"": ""LPG"", ""matched_id"": ""RM_LPG"", ""matched_type"": ""RAW_MATERIAL"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""LPG import disruption"", ""matched_node_name"": ""Strait of Hormuz disruption"", ""matched_id"": ""E_HORMUZ"", ""matched_type"": ""EVENT"", ""similarity"": 0.99, ""source"": ""alias""}]",Which inputs become scarce after <EVENT>?,"{""prop1"": ""CAUSES"", ""nn1"": ""RAW_MATERIAL"", ""nnp1"": ""RM_LPG""}","{""nnp1"": ""RM_LPG"", ""nnp2"": ""E_HORMUZ"", ""nnp3"": null, ""prop1"": ""CAUSES"", ""nn1"": ""RAW_MATERIAL"", ""nn2"": ""EVENT"", ""threshold"": null}",propagation_open,25,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Path 1: LPG -> Strait of Hormuz (1 hops)
  LPG -[TRANSITS]-> Strait of Hormuz
Path 2: LPG -> India (2 hops)
  LPG -[TRANSITS]-> Strait of Hormuz
  Strait of Hormuz -[IMPORTS_VIA]-> India
Path 3: LPG -> Cape of Good Hope reroute (2 hops)
  LPG -[TRANSITS]-> Strait of Hormuz
  Strait of Hormuz -[SUBSTITUTES_FOR]-> Cape of Good Hope reroute
Path 4: LPG -> Deepak Fertilisers (3 hops)
  LPG -[TRANSITS]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Ammonia
  Ammonia -[HEDGES]-> Deepak Fertilisers
Path 5: LPG -> Oil & Natural Gas Corp (3 hops)
  LPG -[TRANSITS]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Crude oil
  Crude oil -[PRODUCES]-> Oil & Natural Gas Corp
Path 6: LPG -> Paradeep Phosphates (3 hops)
  LPG -[TRANSITS]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Sulphur
  Sulphur -[HURT_BY]-> Paradeep Phosphates
Path 7: LPG -> Oman (3 hops)
  LPG -[TRANSITS]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Urea
  Urea -[SOURCED_FROM]-> Oman
Path 8: LPG -> Qatar (3 hops)
  LPG -[TRANSITS]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> LNG
  LNG -[SOURCED_FROM]-> Qatar
Path 9: LPG -> Indian Oil (3 hops)
  LPG -[TRANSITS]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Crude oil
  Crude oil -[NEEDS]-> Indian Oil
Path 10: LPG -> Gulf producers (3 hops)
  LPG -[TRANSITS]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Sulphur
  Sulphur -[SOURCED_FROM]-> Gulf producers
Path 11: LPG -> Fertilisers & Agri-inputs (4 hops)
  LPG -[TRANSITS]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Ammonia
  Ammonia -[HEDGES]-> Deepak Fertilisers
  Deepak Fertilisers -[CONTAINS]-> Fertilisers & Agri-inputs
Path 12: LPG -> Fertilisers & Agri-inputs (4 hops)
  LPG -[TRANSITS]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Sulphur
  Sulphur -[HURT_BY]-> Paradeep Phosphates
  Paradeep Phosphates -[CONTAINS]-> Fertilisers & Agri-inputs
Path 13: LPG -> Oil & Gas (4 hops)
  LPG -[TRANSITS]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Crude oil
  Crude oil -[PRODUCES]-> Oil & Natural Gas Corp
  Oil & Natural Gas Corp -[CONTAINS]-> Oil & Gas
Path 14: LPG -> Brent crude price (4 hops)
  LPG -[TRANSITS]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Crude oil
  Crude oil -[PRODUCES]-> Oil & Natural Gas Corp
  Oil & Natural Gas Corp -[BENEFITS_FROM]-> Brent crude price
Path 15: LPG -> Voltas (4 hops)
  LPG -[TRANSITS]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Sulphur
  Sulphur -[SOURCED_FROM]-> Gulf producers
  Gulf producers -[EXPOSED_TO_ORDERBOOK]-> Voltas
Path 16: LPG -> Saudi LPG contract price (4 hops)
  LPG -[TRANSITS]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Crude oil
  Crude oil -[NEEDS]-> Indian Oil
  Indian Oil -[HURT_BY]-> Saudi LPG contract price
Path 17: LPG -> Larsen & Toubro (4 hops)
  LPG -[TRANSITS]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Sulphur
  Sulphur -[SOURCED_FROM]-> Gulf producers
  Gulf producers -[EXPOSED_TO_ORDERBOOK]-> Larsen & Toubro
Path 18: LPG -> Mangalore Refinery (4 hops)
  LPG -[TRANSITS]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Crude oil
  Crude oil -[PRODUCES]-> Oil & Natural Gas Corp
  Oil & Natural Gas Corp -[OWNS]-> Mangalore Refinery
Path 19: LPG -> Oil & Gas (4 hops)
  LPG -[TRANSITS]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Crude oil
  Crude oil -[NEEDS]-> Indian Oil
  Indian Oil -[CONTAINS]-> Oil & Gas
Path 20: LPG -> Hindustan Petroleum (4 hops)
  LPG -[TRANSITS]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Crude oil
  Crude oil -[PRODUCES]-> Oil & Natural Gas Corp
  Oil & Natural Gas Corp -[OWNS]-> Hindustan Petroleum
Path 21: LPG -> Gross refining margin (4 hops)
  LPG -[TRANSITS]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Crude oil
  Crude oil -[NEEDS]-> Indian Oil
  Indian Oil -[BENEFITS_FROM]-> Gross refining margin
Path 22: LPG -> Kerala (4 hops)
  LPG -[TRANSITS]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Sulphur
  Sulphur -[SOURCED_FROM]-> Gulf producers
  Gulf producers -[EXPOSED_TO_ORDERBOOK]-> Kerala
Path 23: LPG -> KEC International (4 hops)
  LPG -[TRANSITS]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Sulphur
  Sulphur -[SOURCED_FROM]-> Gulf producers
  Gulf producers -[EXPOSED_TO_ORDERBOOK]-> KEC International
Path 24: LPG -> Reliance Industries (5 hops)
  LPG -[TRANSITS]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Crude oil
  Crude oil -[PRODUCES]-> Oil & Natural Gas Corp
  Oil & Natural Gas Corp -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Reliance Industries
Path 25: LPG -> India CPI (5 hops)
  LPG -[TRANSITS]-> Strait of Hormuz
  Strait of Hormuz -[TRANSITS]-> Crude oil
  Crude oil -[PRODUCES]-> Oil & Natural Gas Corp
  Oil & Natural Gas Corp -[BENEFITS_FROM]-> Brent crude price
  Brent crude price -[CAUSES]-> India CPI",,
Does SpiceJet face feedstock shortage from Russia?,F_Simple,F_Simple,0.6743323351005142,simple_triplet,True,"[""SpiceJet"", ""Russia""]","[{""entity"": ""SpiceJet"", ""matched_node_name"": ""SpiceJet"", ""matched_id"": ""C_SPICEJET"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""Russia"", ""matched_node_name"": ""Russia"", ""matched_id"": ""G_RUSSIA"", ""matched_type"": ""GEOGRAPHY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",Does <COMPANY> face feedstock shortage from <GEOGRAPHY>?,"{""prop1"": ""SOURCED_FROM"", ""nn1"": ""COMPANY"", ""nnp1"": ""C_SPICEJET""}","{""nnp1"": ""C_SPICEJET"", ""nnp2"": ""G_RUSSIA"", ""nnp3"": null, ""prop1"": ""SOURCED_FROM"", ""nn1"": ""COMPANY"", ""nn2"": ""GEOGRAPHY"", ""threshold"": null}",single_entity,1,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=SpiceJet | relationship=HURT_BY | object_name=Brent crude price | object_type=MACRO_VAR",,
What is the beta of Oil India to INR depreciation?,F_Simple,F_Simple,0.5463415025072785,simple_triplet,True,"[""Oil India"", ""India"", ""INR depreciation""]","[{""entity"": ""Oil India"", ""matched_node_name"": ""Oil India"", ""matched_id"": ""C_OIL"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""India"", ""matched_node_name"": ""India"", ""matched_id"": ""G_INDIA"", ""matched_type"": ""GEOGRAPHY"", ""similarity"": 0.99, ""source"": ""alias""}, {""entity"": ""INR depreciation"", ""matched_node_name"": ""USD/INR"", ""matched_id"": ""M_INR"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 0.99, ""source"": ""alias""}]",What is the beta of <COMPANY> to <MACRO_VAR>?,"{""prop1"": ""CAUSES"", ""nn1"": ""COMPANY"", ""nnp1"": ""C_OIL""}","{""nnp1"": ""C_OIL"", ""nnp2"": ""G_INDIA"", ""nnp3"": null, ""prop1"": ""CAUSES"", ""nn1"": ""COMPANY"", ""nn2"": ""GEOGRAPHY"", ""threshold"": null}",propagation_open,25,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Path 1: Oil India -> Oil & Gas (1 hops)
  Oil India -[CONTAINS]-> Oil & Gas
Path 2: Oil India -> Brent crude price (1 hops)
  Oil India -[BENEFITS_FROM]-> Brent crude price
Path 3: Oil India -> Indraprastha Gas (2 hops)
  Oil India -[BENEFITS_FROM]-> Brent crude price
  Brent crude price -[BENEFITS_FROM]-> Indraprastha Gas
Path 4: Oil India -> Castrol India (2 hops)
  Oil India -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Castrol India
Path 5: Oil India -> Current account deficit (2 hops)
  Oil India -[BENEFITS_FROM]-> Brent crude price
  Brent crude price -[CAUSES]-> Current account deficit
Path 6: Oil India -> Oil & Natural Gas Corp (2 hops)
  Oil India -[BENEFITS_FROM]-> Brent crude price
  Brent crude price -[BENEFITS_FROM]-> Oil & Natural Gas Corp
Path 7: Oil India -> GAIL (India) (2 hops)
  Oil India -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> GAIL (India)
Path 8: Oil India -> Gujarat State Petronet (2 hops)
  Oil India -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Gujarat State Petronet
Path 9: Oil India -> Adani Total Gas (2 hops)
  Oil India -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Adani Total Gas
Path 10: Oil India -> Selan Exploration (2 hops)
  Oil India -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Selan Exploration
Path 11: Oil India -> Mangalore Refinery (2 hops)
  Oil India -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Mangalore Refinery
Path 12: Oil India -> India CPI (2 hops)
  Oil India -[BENEFITS_FROM]-> Brent crude price
  Brent crude price -[CAUSES]-> India CPI
Path 13: Oil India -> Strait of Hormuz disruption (2 hops)
  Oil India -[BENEFITS_FROM]-> Brent crude price
  Brent crude price -[CAUSES]-> Strait of Hormuz disruption
Path 14: Oil India -> Reliance Industries (2 hops)
  Oil India -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Reliance Industries
Path 15: Oil India -> Petronet LNG (2 hops)
  Oil India -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Petronet LNG
Path 16: Oil India -> Indraprastha Gas (2 hops)
  Oil India -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Indraprastha Gas
Path 17: Oil India -> Oil & Natural Gas Corp (2 hops)
  Oil India -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Oil & Natural Gas Corp
Path 18: Oil India -> Mahanagar Gas (2 hops)
  Oil India -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Mahanagar Gas
Path 19: Oil India -> Indian Oil (2 hops)
  Oil India -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Indian Oil
Path 20: Oil India -> Gujarat Gas (2 hops)
  Oil India -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Gujarat Gas
Path 21: Oil India -> Bharat Petroleum (2 hops)
  Oil India -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Bharat Petroleum
Path 22: Oil India -> Hindustan Petroleum (2 hops)
  Oil India -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Hindustan Petroleum
Path 23: Oil India -> Gulf Oil Lubricants (2 hops)
  Oil India -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Gulf Oil Lubricants
Path 24: Oil India -> Chennai Petroleum (2 hops)
  Oil India -[CONTAINS]-> Oil & Gas
  Oil & Gas -[CONTAINS]-> Chennai Petroleum
Path 25: Oil India -> Balrampur Chini (2 hops)
  Oil India -[BENEFITS_FROM]-> Brent crude price
  Brent crude price -[BENEFITS_FROM]-> Balrampur Chini",,
How does rerouting via Cape affect Infosys?,F_Simple,F_Simple,0.6567012620147441,simple_triplet,True,"[""Infosys"", ""Cape""]","[{""entity"": ""Infosys"", ""matched_node_name"": ""Infosys"", ""matched_id"": ""C_INFY"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""Cape"", ""matched_node_name"": ""Cape of Good Hope reroute"", ""matched_id"": ""G_CAPE"", ""matched_type"": ""GEOGRAPHY"", ""similarity"": 0.8432578563690185, ""source"": ""semantic""}]",How does rerouting via <GEOGRAPHY> affect <COMPANY>?,"{""prop1"": ""HURT_BY"", ""nn1"": ""COMPANY"", ""nnp1"": ""C_INFY""}","{""nnp1"": ""C_INFY"", ""nnp2"": ""G_CAPE"", ""nnp3"": null, ""prop1"": ""HURT_BY"", ""nn1"": ""COMPANY"", ""nn2"": ""GEOGRAPHY"", ""threshold"": null}",single_entity,2,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=Infosys | relationship=BENEFITS_FROM | object_name=USD/INR | object_type=MACRO_VAR
Row 2: company_name=Infosys | relationship=HEDGES | object_name=Generative AI | object_type=TECHNOLOGY",,
