query,is_gap,method,company_uuid,prop1_list,graph_match_count,kg_row_count,summary,judge_label
What is the key strength identified for RBL Bank in the current analysis?,False,graph_check,5d8a90d7-6178-4821-84d5-7dce0785f0aa,['HAS_STRENGTH'],1,1,RBL Bank considers the strategic and balance-sheet support stemming from Emirates NBD ownership as its key strength.,Relevant
What is the main weakness or vulnerability flagged for RBL Bank?,False,graph_check,5d8a90d7-6178-4821-84d5-7dce0785f0aa,"['HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",2,2,"The key risk driver and main vulnerability for RBL Bank is its unsecured retail and credit-card asset quality. Additionally, a genuine weakness has been attributed to its CASA decline.",Relevant
What is the biggest threat facing RBL Bank according to the analysis?,False,graph_check,5d8a90d7-6178-4821-84d5-7dce0785f0aa,['THREATENS'],1,1,"According to the analysis, the biggest threat facing RBL Bank is execution risk tied to the large ownership change and pending integration.",Relevant
"What credit, market, operational or regulatory risks is RBL Bank exposed to?",False,graph_check,5d8a90d7-6178-4821-84d5-7dce0785f0aa,"['HURT_BY', 'REGULATED_BY', 'RegulatoryRelation', 'REGULATORY_RELATION', 'HAS_METRIC', 'MetricObservation', 'HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",12,12,"RBL Bank is exposed to key risks driven by its unsecured retail and credit-card asset quality, along with regulatory oversight and rules from both the RBI regarding foreign-bank majority ownership and SEBI regarding open-offer and takeover-code requirements.",Relevant
Who are RBL Bank's main named competitors?,True,graph_check,5d8a90d7-6178-4821-84d5-7dce0785f0aa,['COMPETES_WITH'],0,4,The retrieved facts do not cover RBL Bank's main named competitors.,Not relevant
"What is South Indian Bank's primary competitive advantage, and how strong is the evidence behind that claim?",True,graph_check,da75b497-7522-4871-8df9-173b6b7f0407,['HAS_ADVANTAGE'],0,4,The retrieved facts do not cover South Indian Bank's primary competitive advantage or the strength of the evidence behind such a claim.,Not relevant
What is the key strength identified for South Indian Bank in the current analysis?,True,graph_check,da75b497-7522-4871-8df9-173b6b7f0407,['HAS_STRENGTH'],0,4,The key strength identified for South Indian Bank is its strong South Indian and non-resident Indian (NRI) franchise.,Relevant
What is the main weakness or vulnerability flagged for South Indian Bank?,False,graph_check,da75b497-7522-4871-8df9-173b6b7f0407,"['HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",6,6,"The main weaknesses flagged for South Indian Bank include a 12% year-on-year decline in operating profit and the vulnerability of having both the MD & CEO and chairman roles in transition simultaneously as of 2026. Additionally, the bank faces risks related to leadership-transition execution, operational management during this transition, ordinary regulatory oversight, and its history of volatile asset quality.",Relevant
What is the biggest threat facing South Indian Bank according to the analysis?,False,graph_check,da75b497-7522-4871-8df9-173b6b7f0407,['THREATENS'],1,1,The biggest threat facing South Indian Bank is the execution-continuity risk created by having both a new CEO and a new chairman in the same year.,Relevant
"What credit, market, operational or regulatory risks is South Indian Bank exposed to?",False,graph_check,da75b497-7522-4871-8df9-173b6b7f0407,"['HURT_BY', 'REGULATED_BY', 'RegulatoryRelation', 'REGULATORY_RELATION', 'HAS_METRIC', 'MetricObservation', 'HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",20,1,"South Indian Bank is exposed to ordinary regulatory risk. The retrieved facts do not cover any additional credit, market, or operational risks.",Somewhat relevant
Who are South Indian Bank's main named competitors?,False,graph_check,da75b497-7522-4871-8df9-173b6b7f0407,['COMPETES_WITH'],1,1,The retrieved facts do not cover who South Indian Bank's main named competitors are.,Not relevant
"What is Karur Vysya Bank's primary competitive advantage, and how strong is the evidence behind that claim?",True,graph_check,05ce5ca5-7af6-45a7-aa25-28cc953d4c56,['HAS_ADVANTAGE'],0,5,The retrieved facts do not cover Karur Vysya Bank's primary competitive advantage or the strength of the evidence behind such a claim.,Not relevant
What is the key strength identified for Karur Vysya Bank in the current analysis?,False,graph_check,05ce5ca5-7af6-45a7-aa25-28cc953d4c56,['HAS_STRENGTH'],1,1,The key strength identified for Karur Vysya Bank is that it has the best asset-quality figures of any private bank in the document.,Relevant
What is the main weakness or vulnerability flagged for Karur Vysya Bank?,False,graph_check,05ce5ca5-7af6-45a7-aa25-28cc953d4c56,"['HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",5,5,"The main vulnerabilities flagged for Karur Vysya Bank include geographic concentration risk stemming from its Tamil Nadu-centric footprint and credit risk driven by MSME and agricultural-loan cyclicality. Additionally, the bank maintains the smallest total advances base among the larger private-bank peers reviewed, and its CASA ratio was not disclosed in the sources reviewed.",Relevant
What is the biggest threat facing Karur Vysya Bank according to the analysis?,True,graph_check,05ce5ca5-7af6-45a7-aa25-28cc953d4c56,['THREATENS'],0,5,The retrieved facts do not cover what the biggest threat facing Karur Vysya Bank is according to the analysis.,Not relevant
"What credit, market, operational or regulatory risks is Karur Vysya Bank exposed to?",False,graph_check,05ce5ca5-7af6-45a7-aa25-28cc953d4c56,"['HURT_BY', 'REGULATED_BY', 'RegulatoryRelation', 'REGULATORY_RELATION', 'HAS_METRIC', 'MetricObservation', 'HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",17,17,"Karur Vysya Bank is exposed to geographic concentration risk due to its Tamil Nadu-centric footprint, alongside credit risk stemming from MSME and agricultural-loan cyclicality. Additionally, the bank is regulated by both the RBI and SEBI.",Somewhat relevant
Who are Karur Vysya Bank's main named competitors?,True,graph_check,05ce5ca5-7af6-45a7-aa25-28cc953d4c56,['COMPETES_WITH'],0,5,The retrieved facts do not cover Karur Vysya Bank's main named competitors.,Not relevant
"What is City Union Bank's primary competitive advantage, and how strong is the evidence behind that claim?",True,graph_check,9a0d8f96-3447-4532-97ce-021f12253399,['HAS_ADVANTAGE'],0,4,The retrieved facts do not cover City Union Bank's primary competitive advantage or the strength of the evidence behind it.,Not relevant
What is the key strength identified for City Union Bank in the current analysis?,True,graph_check,9a0d8f96-3447-4532-97ce-021f12253399,['HAS_STRENGTH'],0,4,The retrieved facts do not cover the key strength identified for City Union Bank in the current analysis.,Not relevant
What is the main weakness or vulnerability flagged for City Union Bank?,False,graph_check,9a0d8f96-3447-4532-97ce-021f12253399,"['HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",1,1,"The main vulnerability flagged for City Union Bank is its geographic concentration, with roughly 59% of its branches located in Tamil Nadu.",Relevant
What is the biggest threat facing City Union Bank according to the analysis?,True,graph_check,9a0d8f96-3447-4532-97ce-021f12253399,['THREATENS'],0,4,The retrieved facts do not cover what the biggest threat facing City Union Bank is according to the analysis.,Not relevant
"What credit, market, operational or regulatory risks is City Union Bank exposed to?",False,graph_check,9a0d8f96-3447-4532-97ce-021f12253399,"['HURT_BY', 'REGULATED_BY', 'RegulatoryRelation', 'REGULATORY_RELATION', 'HAS_METRIC', 'MetricObservation', 'HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",20,20,"The retrieved facts do not cover the specific credit, market, operational, or regulatory risks City Union Bank is exposed to, aside from noting that its roughly 59% Tamil Nadu branch concentration is considered a clear weakness.",Somewhat relevant
Who are City Union Bank's main named competitors?,True,graph_check,9a0d8f96-3447-4532-97ce-021f12253399,['COMPETES_WITH'],0,4,The retrieved facts do not cover City Union Bank's main named competitors.,Not relevant
"What is DCB Bank's primary competitive advantage, and how strong is the evidence behind that claim?",True,graph_check,597741f2-edce-4910-b132-f04c2c375a72,['HAS_ADVANTAGE'],0,3,"The retrieved facts do not cover DCB Bank's primary competitive advantage or the strength of the evidence behind it, as they only describe the bank's universal banking license, headquarters, promoter, and retail- and SME-focused model built around granular secured lending.",Not relevant
What is the key strength identified for DCB Bank in the current analysis?,True,graph_check,597741f2-edce-4910-b132-f04c2c375a72,['HAS_STRENGTH'],0,3,The retrieved facts do not cover the key strength identified for DCB Bank in the current analysis.,Not relevant
What is the main weakness or vulnerability flagged for DCB Bank?,True,graph_check,597741f2-edce-4910-b132-f04c2c375a72,"['HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",0,3,The retrieved facts do not cover the main weakness or vulnerability flagged for DCB Bank.,Not relevant
What is the biggest threat facing DCB Bank according to the analysis?,True,graph_check,597741f2-edce-4910-b132-f04c2c375a72,['THREATENS'],0,3,The retrieved facts do not cover what the biggest threat facing DCB Bank is according to the analysis.,Not relevant
"What credit, market, operational or regulatory risks is DCB Bank exposed to?",False,graph_check,597741f2-edce-4910-b132-f04c2c375a72,"['HURT_BY', 'REGULATED_BY', 'RegulatoryRelation', 'REGULATORY_RELATION', 'HAS_METRIC', 'MetricObservation', 'HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",20,20,"The retrieved facts do not cover the specific credit, market, or operational risks DCB Bank is exposed to, though they note the bank is regulated by the RBI and SEBI.",Somewhat relevant
Who are DCB Bank's main named competitors?,True,graph_check,597741f2-edce-4910-b132-f04c2c375a72,['COMPETES_WITH'],0,3,The retrieved facts do not cover DCB Bank's main named competitors.,Not relevant
"What is Karnataka Bank's primary competitive advantage, and how strong is the evidence behind that claim?",True,graph_check,07f29a92-f862-45a7-856e-4d5fbe477a50,['HAS_ADVANTAGE'],0,3,The retrieved facts do not cover Karnataka Bank's primary competitive advantage or the strength of the evidence behind such a claim.,Not relevant
What is the key strength identified for Karnataka Bank in the current analysis?,True,graph_check,07f29a92-f862-45a7-856e-4d5fbe477a50,['HAS_STRENGTH'],0,3,The retrieved facts do not identify a specific key strength for Karnataka Bank.,Not relevant
What is the main weakness or vulnerability flagged for Karnataka Bank?,False,graph_check,07f29a92-f862-45a7-856e-4d5fbe477a50,"['HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",2,2,"Karnataka Bank is primarily vulnerable to credit risk, which is driven by its elevated Gross NPA (GNPA) and Net NPA (NNPA) levels relative to peers. Additionally, the bank faces operational risk stemming from its below-peer growth and returns.",Relevant
What is the biggest threat facing Karnataka Bank according to the analysis?,True,graph_check,07f29a92-f862-45a7-856e-4d5fbe477a50,['THREATENS'],0,3,The retrieved facts do not cover the biggest threat facing Karnataka Bank.,Not relevant
"What credit, market, operational or regulatory risks is Karnataka Bank exposed to?",False,graph_check,07f29a92-f862-45a7-856e-4d5fbe477a50,"['HURT_BY', 'REGULATED_BY', 'RegulatoryRelation', 'REGULATORY_RELATION', 'HAS_METRIC', 'MetricObservation', 'HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",9,9,"Karnataka Bank is exposed to credit risk due to its elevated Gross NPA of 2.58% and net NPA of 0.87% relative to peers, as well as operational risk stemming from its below-peer growth and returns, including a low sales growth of 7.43% over the past five years and a return on equity running roughly 10-11.6% over recent three-year periods. Additionally, the bank is regulated by both the RBI and SEBI.",Relevant
Who are Karnataka Bank's main named competitors?,True,graph_check,07f29a92-f862-45a7-856e-4d5fbe477a50,['COMPETES_WITH'],0,3,The retrieved facts do not cover Karnataka Bank's main named competitors.,Not relevant
"What is Tamilnad Mercantile Bank's primary competitive advantage, and how strong is the evidence behind that claim?",True,graph_check,5e168c27-0019-47a1-ab6e-3539eb1538f2,['HAS_ADVANTAGE'],0,4,The retrieved facts do not cover Tamilnad Mercantile Bank's primary competitive advantage or the strength of the evidence behind it.,Not relevant
What is the key strength identified for Tamilnad Mercantile Bank in the current analysis?,True,graph_check,5e168c27-0019-47a1-ab6e-3539eb1538f2,['HAS_STRENGTH'],0,4,The retrieved facts do not cover the key strength identified for Tamilnad Mercantile Bank in the current analysis.,Not relevant
What is the main weakness or vulnerability flagged for Tamilnad Mercantile Bank?,False,graph_check,5e168c27-0019-47a1-ab6e-3539eb1538f2,"['HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",2,2,"Tamilnad Mercantile Bank's main vulnerability is its heavy geographic concentration in Tamil Nadu and South India. Additionally, the bank faces a key risk driver stemming from gold-price volatility, which affects its collateral values.",Relevant
What is the biggest threat facing Tamilnad Mercantile Bank according to the analysis?,False,graph_check,5e168c27-0019-47a1-ab6e-3539eb1538f2,['THREATENS'],1,1,Competition from larger private banks and small finance banks in gold loans and MSME lending specifically threatens Tamilnad Mercantile Bank.,Relevant
"What credit, market, operational or regulatory risks is Tamilnad Mercantile Bank exposed to?",False,graph_check,5e168c27-0019-47a1-ab6e-3539eb1538f2,"['HURT_BY', 'REGULATED_BY', 'RegulatoryRelation', 'REGULATORY_RELATION', 'HAS_METRIC', 'MetricObservation', 'HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",11,11,"Tamilnad Mercantile Bank faces operational and market risks stemming from a heavy geographic concentration in Tamil Nadu and South India, as well as gold-price volatility that impacts its collateral values. Additionally, the bank is subject to regulatory oversight by the RBI and SEBI.",Relevant
Who are Tamilnad Mercantile Bank's main named competitors?,True,graph_check,5e168c27-0019-47a1-ab6e-3539eb1538f2,['COMPETES_WITH'],0,4,The retrieved facts do not cover Tamilnad Mercantile Bank's main named competitors.,Not relevant
"What is CSB Bank's primary competitive advantage, and how strong is the evidence behind that claim?",True,graph_check,4868e74b-b807-4521-b395-c576e4eda387,['HAS_ADVANTAGE'],0,3,The retrieved facts do not cover CSB Bank's primary competitive advantage or the strength of the evidence behind it.,Not relevant
What is the key strength identified for CSB Bank in the current analysis?,False,graph_check,4868e74b-b807-4521-b395-c576e4eda387,['HAS_STRENGTH'],1,1,"The key strength identified for CSB Bank is the strategic and financial backing it receives from Fairfax, which CRISIL characterizes as a commitment of support.",Relevant
What is the main weakness or vulnerability flagged for CSB Bank?,False,graph_check,4868e74b-b807-4521-b395-c576e4eda387,"['HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",4,4,"The main vulnerabilities flagged for CSB Bank include modest earnings, a limited non-gold loan track record, and a low 19% CASA ratio that results in a costlier deposit mix than its peers. Furthermore, the key risk driver for the bank centers on its asset-quality and earnings track record beyond traditional gold loans.",Relevant
What is the biggest threat facing CSB Bank according to the analysis?,False,graph_check,4868e74b-b807-4521-b395-c576e4eda387,['THREATENS'],1,1,"The biggest threat facing CSB Bank is its ongoing sensitivity to gold prices and gold-loan regulation, which stems from its historical loan book concentration.",Relevant
"What credit, market, operational or regulatory risks is CSB Bank exposed to?",False,graph_check,4868e74b-b807-4521-b395-c576e4eda387,"['HURT_BY', 'REGULATED_BY', 'RegulatoryRelation', 'REGULATORY_RELATION', 'HAS_METRIC', 'MetricObservation', 'HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",16,16,"CSB Bank faces key risks driven by its asset-quality and earnings track record beyond its traditional gold loans, along with weaknesses including modest earnings and a limited non-gold loan track record. Additionally, the bank is regulated by the RBI and SEBI.",Relevant
Who are CSB Bank's main named competitors?,False,graph_check,4868e74b-b807-4521-b395-c576e4eda387,['COMPETES_WITH'],1,1,"The retrieved facts do not cover CSB Bank's main named competitors, as they only mention that CSB Bank faces intense competition from Dhanlaxmi Bank.",Somewhat relevant
"What is Bandhan Bank's primary competitive advantage, and how strong is the evidence behind that claim?",True,graph_check,9bfe6b11-0376-4b74-ad31-0f1de9ab4e26,['HAS_ADVANTAGE'],0,1,The retrieved facts do not cover Bandhan Bank's primary competitive advantage or the strength of the evidence behind such a claim.,Not relevant
What is the key strength identified for Bandhan Bank in the current analysis?,False,graph_check,9bfe6b11-0376-4b74-ad31-0f1de9ab4e26,['HAS_STRENGTH'],1,1,"The key strength identified for Bandhan Bank in the current analysis is its established market position in the micro loan segment, as cited by CRISIL.",Relevant
What is the main weakness or vulnerability flagged for Bandhan Bank?,False,graph_check,9bfe6b11-0376-4b74-ad31-0f1de9ab4e26,"['HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",3,3,"CRISIL explicitly flags Bandhan Bank's geographic concentration in East and Northeast India as a key weakness in its rating rationale. Additionally, the bank is exposed to credit risk stemming from microfinance and Emerging Entrants Business (EEB) cyclicality.",Relevant
What is the biggest threat facing Bandhan Bank according to the analysis?,False,graph_check,9bfe6b11-0376-4b74-ad31-0f1de9ab4e26,['THREATENS'],1,1,The biggest threat facing Bandhan Bank is its vulnerability to microfinance-sector stress cycles.,Relevant
"What credit, market, operational or regulatory risks is Bandhan Bank exposed to?",False,graph_check,9bfe6b11-0376-4b74-ad31-0f1de9ab4e26,"['HURT_BY', 'REGULATED_BY', 'RegulatoryRelation', 'REGULATORY_RELATION', 'HAS_METRIC', 'MetricObservation', 'HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",14,14,"Bandhan Bank is exposed to credit risk arising from microfinance and emerging entrepreneurs business cyclicality, as well as geographic concentration risk in East and Northeast India. Additionally, the bank is subject to regulatory oversight and compliance requirements from both the RBI and SEBI.",Relevant
Who are Bandhan Bank's main named competitors?,True,graph_check,9bfe6b11-0376-4b74-ad31-0f1de9ab4e26,['COMPETES_WITH'],0,1,The retrieved facts do not cover Bandhan Bank's main named competitors.,Not relevant
"What is Jammu & Kashmir Bank's primary competitive advantage, and how strong is the evidence behind that claim?",False,graph_check,930d5dba-324f-4b48-8a80-c1685eab56ed,['HAS_ADVANTAGE'],2,2,"Jammu & Kashmir Bank's primary competitive advantage is its exclusive government-banker status, which functions as a structural advantage. The evidence behind this claim is that this exclusive role directly enables the bank to benefit from a low-cost and sticky deposit franchise.",Relevant
What is the key strength identified for Jammu & Kashmir Bank in the current analysis?,True,graph_check,930d5dba-324f-4b48-8a80-c1685eab56ed,['HAS_STRENGTH'],0,5,The retrieved facts do not mention the key strength identified for Jammu & Kashmir Bank in the current analysis.,Not relevant
What is the main weakness or vulnerability flagged for Jammu & Kashmir Bank?,False,graph_check,930d5dba-324f-4b48-8a80-c1685eab56ed,"['HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",2,2,"CARE Ratings flags the bank's geographic concentration in Jammu & Kashmir and Ladakh as a key vulnerability. Additionally, the rating agency notes a moderate scale of operations as another weakness for the bank.",Relevant
What is the biggest threat facing Jammu & Kashmir Bank according to the analysis?,False,graph_check,930d5dba-324f-4b48-8a80-c1685eab56ed,['THREATENS'],1,1,"The biggest threat facing Jammu & Kashmir Bank is its political and security exposure, which stems from its heavy regional concentration.",Relevant
"What credit, market, operational or regulatory risks is Jammu & Kashmir Bank exposed to?",False,graph_check,930d5dba-324f-4b48-8a80-c1685eab56ed,"['HURT_BY', 'REGULATED_BY', 'RegulatoryRelation', 'REGULATORY_RELATION', 'HAS_METRIC', 'MetricObservation', 'HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",11,11,"The retrieved facts do not cover the specific credit, market, operational, or regulatory risks Jammu & Kashmir Bank is exposed to, other than CARE Ratings highlighting geographic concentration in J&K and Ladakh and a moderate scale of operations as weaknesses.",Somewhat relevant
Who are Jammu & Kashmir Bank's main named competitors?,True,graph_check,930d5dba-324f-4b48-8a80-c1685eab56ed,['COMPETES_WITH'],0,5,The retrieved facts do not cover Jammu & Kashmir Bank's main named competitors.,Not relevant
"What is Dhanlaxmi Bank's primary competitive advantage, and how strong is the evidence behind that claim?",True,graph_check,a3a35fb3-1a4e-4623-bd0c-c07c91ae9e0c,['HAS_ADVANTAGE'],0,3,The retrieved facts do not cover Dhanlaxmi Bank's primary competitive advantage or the strength of the evidence behind such a claim.,Not relevant
What is the key strength identified for Dhanlaxmi Bank in the current analysis?,False,graph_check,a3a35fb3-1a4e-4623-bd0c-c07c91ae9e0c,['HAS_STRENGTH'],2,2,The key strengths identified for Dhanlaxmi Bank are its net profit doubling year-on-year and a sharp improvement in its gross NPA to 1.82% from 3.22% a year earlier.,Relevant
What is the main weakness or vulnerability flagged for Dhanlaxmi Bank?,False,graph_check,a3a35fb3-1a4e-4623-bd0c-c07c91ae9e0c,"['HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",3,3,"The clearest weakness flagged for Dhanlaxmi Bank is its small scale, consisting of only 264 branches. Additional vulnerabilities include a history of governance disputes and a near-sub-investment-grade rating as of March 24, 2026.",Relevant
What is the biggest threat facing Dhanlaxmi Bank according to the analysis?,True,graph_check,a3a35fb3-1a4e-4623-bd0c-c07c91ae9e0c,['THREATENS'],0,3,The retrieved facts do not cover the biggest threat facing Dhanlaxmi Bank.,Not relevant
"What credit, market, operational or regulatory risks is Dhanlaxmi Bank exposed to?",False,graph_check,a3a35fb3-1a4e-4623-bd0c-c07c91ae9e0c,"['HURT_BY', 'REGULATED_BY', 'RegulatoryRelation', 'REGULATORY_RELATION', 'HAS_METRIC', 'MetricObservation', 'HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",12,12,"The retrieved facts do not cover specific credit, market, or operational risks for Dhanlaxmi Bank, though they note that a key risk driver is its near-sub-investment-grade rating.",Somewhat relevant
Who are Dhanlaxmi Bank's main named competitors?,False,graph_check,a3a35fb3-1a4e-4623-bd0c-c07c91ae9e0c,['COMPETES_WITH'],3,3,"Dhanlaxmi Bank's main named competitors are CSB Bank, Federal Bank, and South Indian Bank.",Relevant
"What is IDBI Bank's primary competitive advantage, and how strong is the evidence behind that claim?",True,graph_check,ae5a64b2-a28a-4ef7-8a9e-101e3768ba16,['HAS_ADVANTAGE'],0,4,The retrieved facts do not cover IDBI Bank's primary competitive advantage or the strength of the evidence behind such a claim.,Not relevant
What is the key strength identified for IDBI Bank in the current analysis?,True,graph_check,ae5a64b2-a28a-4ef7-8a9e-101e3768ba16,['HAS_STRENGTH'],0,4,The retrieved facts do not cover the key strength identified for IDBI Bank in the current analysis.,Not relevant
What is the main weakness or vulnerability flagged for IDBI Bank?,False,graph_check,ae5a64b2-a28a-4ef7-8a9e-101e3768ba16,"['HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",2,2,The main weakness flagged for IDBI Bank is the ongoing strategic uncertainty and risk stemming from its multi-year disinvestment and ownership-transition process.,Relevant
What is the biggest threat facing IDBI Bank according to the analysis?,True,graph_check,ae5a64b2-a28a-4ef7-8a9e-101e3768ba16,['THREATENS'],0,4,The retrieved facts do not cover the biggest threat facing IDBI Bank.,Not relevant
"What credit, market, operational or regulatory risks is IDBI Bank exposed to?",False,graph_check,ae5a64b2-a28a-4ef7-8a9e-101e3768ba16,"['HURT_BY', 'REGULATED_BY', 'RegulatoryRelation', 'REGULATORY_RELATION', 'HAS_METRIC', 'MetricObservation', 'HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",13,13,"IDBI Bank's key risk driver is the ongoing uncertainty surrounding its disinvestment and ownership-transition process. The retrieved facts do not cover specific credit, market, or operational risks beyond this strategic uncertainty.",Somewhat relevant
Who are IDBI Bank's main named competitors?,True,graph_check,ae5a64b2-a28a-4ef7-8a9e-101e3768ba16,['COMPETES_WITH'],0,4,The retrieved facts do not cover IDBI Bank's main named competitors.,Not relevant
"What is AU Small Finance Bank's primary competitive advantage, and how strong is the evidence behind that claim?",True,graph_check,5eac19fe-2076-46b7-a761-6a12c2542113,['HAS_ADVANTAGE'],0,8,The retrieved facts do not cover AU Small Finance Bank's primary competitive advantage or the strength of the evidence behind such a claim.,Not relevant
What is the key strength identified for AU Small Finance Bank in the current analysis?,True,graph_check,5eac19fe-2076-46b7-a761-6a12c2542113,['HAS_STRENGTH'],0,8,The retrieved facts do not cover the key strength identified for AU Small Finance Bank in the current analysis.,Not relevant
What is the main weakness or vulnerability flagged for AU Small Finance Bank?,False,graph_check,5eac19fe-2076-46b7-a761-6a12c2542113,"['HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",1,1,The main vulnerability flagged for AU Small Finance Bank is stress within its unsecured or MFI-adjacent portfolio.,Relevant
What is the biggest threat facing AU Small Finance Bank according to the analysis?,True,graph_check,5eac19fe-2076-46b7-a761-6a12c2542113,['THREATENS'],0,8,The retrieved facts do not cover the biggest threat facing AU Small Finance Bank.,Not relevant
"What credit, market, operational or regulatory risks is AU Small Finance Bank exposed to?",False,graph_check,5eac19fe-2076-46b7-a761-6a12c2542113,"['HURT_BY', 'REGULATED_BY', 'RegulatoryRelation', 'REGULATORY_RELATION', 'HAS_METRIC', 'MetricObservation', 'HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",17,17,"The retrieved facts do not cover specific credit, market, or operational risks, but note that the key risk driver for AU Small Finance Bank is unsecured or MFI-adjacent portfolio stress.",Somewhat relevant
Who are AU Small Finance Bank's main named competitors?,False,graph_check,5eac19fe-2076-46b7-a761-6a12c2542113,['COMPETES_WITH'],1,1,The retrieved facts do not cover AU Small Finance Bank's main named competitors.,Not relevant
"What is Equitas Small Finance Bank's primary competitive advantage, and how strong is the evidence behind that claim?",True,graph_check,f6d9dd01-aa74-431c-a635-cc406184c407,['HAS_ADVANTAGE'],0,4,The retrieved facts do not cover Equitas Small Finance Bank's primary competitive advantage or the strength of the evidence behind such a claim.,Not relevant
What is the key strength identified for Equitas Small Finance Bank in the current analysis?,False,graph_check,f6d9dd01-aa74-431c-a635-cc406184c407,['HAS_STRENGTH'],1,1,"The key strength identified for Equitas Small Finance Bank in the current analysis is its diversified secured book, which limits microfinance concentration.",Relevant
What is the main weakness or vulnerability flagged for Equitas Small Finance Bank?,False,graph_check,f6d9dd01-aa74-431c-a635-cc406184c407,"['HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",3,3,"Equitas Small Finance Bank's main vulnerability is its elevated cost-to-income ratio of 68.38%. Additionally, the bank faces a key risk driven by a deposit growth of 10% year-on-year that trails its advances growth of 27%.",Relevant
What is the biggest threat facing Equitas Small Finance Bank according to the analysis?,False,graph_check,f6d9dd01-aa74-431c-a635-cc406184c407,['THREATENS'],1,1,"The biggest threat facing Equitas Small Finance Bank is the residual effect of the 2024-25 sector-wide microfinance stress cycle. This ongoing challenge is reflected in the bank's gross NPA, which stands at around 2.4%.",Relevant
"What credit, market, operational or regulatory risks is Equitas Small Finance Bank exposed to?",False,graph_check,f6d9dd01-aa74-431c-a635-cc406184c407,"['HURT_BY', 'REGULATED_BY', 'RegulatoryRelation', 'REGULATORY_RELATION', 'HAS_METRIC', 'MetricObservation', 'HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",17,17,"Equitas Small Finance Bank is exposed to credit risk, indicated by a gross NPA range of 2.36% to 2.42% and a net NPA range of 0.70% to 0.71% in Q1 FY27, as well as operational and strategic risk driven by a deposit growth lag where 10% year-on-year deposit growth trails its 27% advances growth. Additionally, the bank is subject to regulatory oversight by both the RBI and SEBI while operating under a small-finance-bank license.",Relevant
Who are Equitas Small Finance Bank's main named competitors?,True,graph_check,f6d9dd01-aa74-431c-a635-cc406184c407,['COMPETES_WITH'],0,4,The retrieved facts do not cover Equitas Small Finance Bank's main named competitors.,Not relevant
"What is Ujjivan Small Finance Bank's primary competitive advantage, and how strong is the evidence behind that claim?",True,graph_check,b6c093cb-78d7-475e-a215-2be544a59fa9,['HAS_ADVANTAGE'],0,3,The retrieved facts do not cover Ujjivan Small Finance Bank's primary competitive advantage or the strength of the evidence behind such a claim.,Not relevant
What is the key strength identified for Ujjivan Small Finance Bank in the current analysis?,True,graph_check,b6c093cb-78d7-475e-a215-2be544a59fa9,['HAS_STRENGTH'],0,3,The retrieved facts do not cover the key strength identified for Ujjivan Small Finance Bank in the current analysis.,Not relevant
What is the main weakness or vulnerability flagged for Ujjivan Small Finance Bank?,False,graph_check,b6c093cb-78d7-475e-a215-2be544a59fa9,"['HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",1,1,"The clearest weakness flagged for Ujjivan Small Finance Bank is its sudden, health-related CEO transition.",Relevant
