text,label
Which companies have positive exposure to RBI policy rate?,T_Beneficiary
Who is more hurt by Brent rally: Tata Motors or Tata Motors?,T_CompareExposure
Which global funds are buying into Voltamp Transformers?,T_InvestmentFlow
What PE capital is entering Indian Aviation?,T_InvestmentFlow
Is Infosys a casualty of Singapore GRM volatility?,T_StockImpact
What is the Defence peer set for Cholamandalam Investment?,T_SectorExposure
Which regulations constrain Muthoot Finance margins?,T_RegulatoryImpact
What is New India Assurance's equity sensitivity to LPG import disruption?,T_StockImpact
Who funds ICICI Lombard expansion?,T_InvestmentFlow
How much of India's PVC resin import basket uses Gulf producers?,T_TransitRisk
What constrains Infosys growth in AI infra?,T_ConstraintRisk
What equity risk does LNG curtailment create for InterGlobe Aviation?,T_StockImpact
What is the price linkage between carbon black and Tata Motors?,T_PriceLinkage
Which Fertilisers stocks are in the Hormuz theme?,T_SectorExposure
Which NBFC is more sensitive to USD/INR?,T_CompareExposure
Who profits from higher INR depreciation in IT Services?,T_Beneficiary
What constrains Chambal Fertilisers growth in AI infra?,T_ConstraintRisk
How much Indian LPG transits through Cape of Good Hope?,T_TransitRisk
How does Hindustan Petroleum hedge against India CPI?,T_Hedging
How much of India's carbon black import basket uses UAE?,T_TransitRisk
Stress test Larsen & Toubro for prolonged crude price rally.,T_EventScenario
Which NBFC is more sensitive to fertiliser subsidy bill?,T_CompareExposure
Which refiners benefit from Singapore GRM widening?,T_Beneficiary
Who owns Tata Motors?,T_OwnershipStructure
How correlated is Oil India with fertiliser subsidy bill?,T_PriceLinkage
How does Russia chokepoint impact Indian energy imports?,T_TransitRisk
Model escalation scenario for Qatar.,T_EventScenario
Does Coal India offset tanker freight rates risk via FX hedges?,T_Hedging
Enumerate Telecom & Connectivity companies tied to tanker freight surge.,T_SectorExposure
"If UAE shuts, how much urea supply is at risk?",T_TransitRisk
Who is the parent of Power Grid Corporation?,T_OwnershipStructure
Who profits from higher gross refining margin in Shipping & Logistics?,T_Beneficiary
What is the stock impact of tanker freight surge on Tata Motors?,T_StockImpact
"If Qatar shuts, how much LPG supply is at risk?",T_TransitRisk
Compare Cochin Shipyard and Indian Oil exposure to LNG curtailment.,T_CompareExposure
How does LNG shortage propagate to Metals & Mining?,T_SupplyDisruption
How vulnerable is InterGlobe Aviation's naphtha sourcing to UAE?,T_SupplyDisruption
What procurement risk does tanker freight surge create for Cochin Shipyard?,T_SupplyDisruption
Which sovereign funds invest in Indian Refining?,T_InvestmentFlow
What Shipping & Logistics names are linked to PVC resin?,T_SectorExposure
Is Adani Green Energy a casualty of RBI policy rate volatility?,T_StockImpact
Quantify India's carbon black dependence on Saudi Arabia.,T_TransitRisk
What supply chain risk does Gulf producers pose for Adani Ports?,T_SupplyDisruption
How is fertiliser subsidy linked to Coal India?,T_RegulatoryImpact
What macro channel links Strait of Hormuz closure to Shriram Finance?,T_MacroTransmission
Who is the more defensive name: Asian Paints or ONGC?,T_CompareExposure
Does Petronet LNG hold stakes in other listed entities?,T_OwnershipStructure
How much of India's base oil import basket uses Russia?,T_TransitRisk
Benchmark ICICI Lombard against peers on gross refining margin linkage.,T_CompareExposure
How does government intervention affect Aviation?,T_RegulatoryImpact
How is Mangalore Refinery linked to ONGC group?,T_OwnershipStructure
How exposed is Coal India to LNG curtailment?,T_StockImpact
How is fertiliser subsidy linked to Bharat Petroleum?,T_RegulatoryImpact
List IT Services constituents exposed to marine war-risk spike.,T_SectorExposure
Which NBFCs sit in the impact chain for Federal Bank?,T_SectorExposure
How dependent is India on Strait of Hormuz for ammonia?,T_TransitRisk
How does disruption at India cascade into Shipping & Logistics?,T_CausalChain
Explain how Oman disruption hits Great Eastern Shipping equity.,T_StockImpact
Why is GIC Re moving on Brent crude price news?,T_StockImpact
Which investors are backing AI infra plays?,T_InvestmentFlow
How does Saudi Arabia affect urea and then Tata Power?,T_CausalChain
Which NBFC is more sensitive to current account deficit?,T_CompareExposure
How exposed is Chambal Fertilisers to Strait of Hormuz closure?,T_StockImpact
What regulatory risk does Bharat Electronics face in Banks & NBFCs?,T_RegulatoryImpact
Explain the knock-on effect from Cape of Good Hope to current account deficit.,T_CausalChain
What derivative hedges does Mangalore Refinery run on Brent crude price?,T_Hedging
Is Muthoot Finance hedged for marine war-risk?,T_Hedging
Does CAD widening hurt Cholamandalam Investment?,T_MacroTransmission
What is RBI rate impact on NTPC?,T_MacroTransmission
Can Cholamandalam Investment secure LPG if India closes?,T_SupplyDisruption
Map Defence exposure to INR depreciation.,T_SectorExposure
Which group entities sit under GAIL?,T_OwnershipStructure
Walk through the causal links from LNG to India CPI.,T_CausalChain
Name beneficiaries in Capital Goods from marine war-risk spike.,T_Beneficiary
What intermediate nodes connect crude price rally and Coal India?,T_CausalChain
Which hedges reduce ONGC oil exposure?,T_Hedging
What share of imports passes Red Sea?,T_TransitRisk
Who is the more defensive name: Great Eastern Shipping or Oil India?,T_CompareExposure
What import share transits UAE for LPG?,T_TransitRisk
Who are the major shareholders of SpiceJet?,T_OwnershipStructure
Which suppliers are disrupted by Qatar tension?,T_SupplyDisruption
Compare refining vs marketing exposure to Strait of Hormuz closure.,T_CompareExposure
Which names are net beneficiaries of LPG import disruption?,T_Beneficiary
Walk through the causal links from LNG to fertiliser subsidy bill.,T_CausalChain
List stocks that gain from Gulf producers rerouting.,T_Beneficiary
Does Great Eastern Shipping have a natural offset to Hormuz disruption?,T_Hedging
What subsidiaries does Asian Paints have?,T_OwnershipStructure
What capacity bottlenecks slow GIC Re rollout?,T_ConstraintRisk
How does grid evacuation limit Coal India?,T_ConstraintRisk
Which Shipping & Logistics stocks should I screen for Strait of Hormuz risk?,T_SectorExposure
How does ammonia shortage propagate to Capital Goods?,T_SupplyDisruption
Which Aviation stocks should I screen for Qatar risk?,T_SectorExposure
What macro channel links marine war-risk spike to Coromandel International?,T_MacroTransmission
What is RBI rate impact on Hindustan Petroleum?,T_MacroTransmission
Quantify India's LNG dependence on Saudi Arabia.,T_TransitRisk
Is ICICI Lombard a casualty of fertiliser subsidy bill volatility?,T_StockImpact
How dependent is India on Russia for sulphur?,T_TransitRisk
What infrastructure constraints affect Cholamandalam Investment?,T_ConstraintRisk
What is RBI rate impact on Coal India?,T_MacroTransmission
What resource shortages cap Insurance expansion?,T_ConstraintRisk
Is Chambal Fertilisers a casualty of USD/INR volatility?,T_StockImpact
What natural hedge does GIC Re have for geopolitical escalation?,T_Hedging
How does disruption at Strait of Hormuz cascade into Power & Utilities?,T_CausalChain
Which Shipping & Logistics stocks should I screen for UAE risk?,T_SectorExposure
Does Indian Oil offset Brent crude price risk via FX hedges?,T_Hedging
Which companies are in Aviation?,T_SectorExposure
What drives Indian Oil selloff after Saudi Arabia tension?,T_StockImpact
How correlated is Larsen & Toubro with fertiliser subsidy bill?,T_PriceLinkage
Who owns Bharat Electronics?,T_OwnershipStructure
What is transit exposure of LNG via Gulf producers?,T_TransitRisk
How much Indian ammonia transits through Oman?,T_TransitRisk
Track investment from GIC into Indian tech infra.,T_InvestmentFlow
Does CAD widening hurt Oil India?,T_MacroTransmission
Give me Refining players affected by oil shock.,T_SectorExposure
What is the Shipping & Logistics peer set for Chambal Fertilisers?,T_SectorExposure
Does ADIA have exposure to Indian Power & Utilities?,T_InvestmentFlow
Which policy levers matter for Tata Motors in Refining?,T_RegulatoryImpact
What subsidiaries does Great Eastern Shipping have?,T_OwnershipStructure
What supply interruptions follow oil supply shock?,T_SupplyDisruption
What is the mechanism from geopolitical escalation to bank stocks?,T_CausalChain
How does a shock at Red Sea propagate to Adani Ports?,T_CausalChain
"If Russia shuts, how much ammonia supply is at risk?",T_TransitRisk
Why are Tata Motors shares under pressure from India CPI?,T_StockImpact
What if Gulf producers closes completely?,T_EventScenario
How does Bharat Electronics hedge against Singapore GRM?,T_Hedging
What is the Capital Goods peer set for Cochin Shipyard?,T_SectorExposure
Who in Insurance is most exposed to Red Sea?,T_SectorExposure
How dependent is India on Gulf producers for urea?,T_TransitRisk
Map corporate structure of Power Grid Corporation.,T_OwnershipStructure
What derivative hedges does Infosys run on Singapore GRM?,T_Hedging
"Between Larsen & Toubro and ONGC, who faces more tanker freight surge risk?",T_CompareExposure
What macro channel links oil supply shock to Netweb Technologies?,T_MacroTransmission
What is the causal chain from tanker freight surge to India CPI?,T_CausalChain
How is Chambal Fertilisers linked to bond yields?,T_PriceLinkage
Does LNG curtailment hurt Muthoot Finance investors?,T_StockImpact
Which peer has greater gross refining margin exposure: Muthoot Finance or GAIL?,T_CompareExposure
Which NBFCs sit in the impact chain for Solar Industries?,T_SectorExposure
Which bottlenecks limit Aviation expansion?,T_ConstraintRisk
What power availability risk hits Cholamandalam Investment?,T_ConstraintRisk
Can Solar Industries secure LNG if Qatar closes?,T_SupplyDisruption
Explain hedging strategy of NTPC for India CPI.,T_Hedging
Explain the knock-on effect from India to tanker freight rates.,T_CausalChain
Compare GAIL and Indian Oil exposure to tanker freight surge.,T_CompareExposure
What government action caps CSB Bank pricing?,T_RegulatoryImpact
How does transmission capacity limit Great Eastern Shipping?,T_ConstraintRisk
"If Gulf producers shuts, how much ammonia supply is at risk?",T_TransitRisk
Run a bear case for Tata Motors under refinery outage.,T_EventScenario
Is Bharat Petroleum regulated on LPG pricing?,T_RegulatoryImpact
"Between InterGlobe Aviation and ONGC, who faces more crude price rally risk?",T_CompareExposure
How is Infosys linked to ONGC group?,T_OwnershipStructure
List stocks that gain from Saudi Arabia rerouting.,T_Beneficiary
Walk through the causal links from PVC resin to Brent crude price.,T_CausalChain
Map corporate structure of CSB Bank.,T_OwnershipStructure
Who in Defence is most exposed to Cape of Good Hope?,T_SectorExposure
How does ammonia shortage propagate to Aviation?,T_SupplyDisruption
Does Shriram Finance have a natural offset to LPG import disruption?,T_Hedging
Does Shriram Finance hold stakes in other listed entities?,T_OwnershipStructure
Quantify India's aviation turbine fuel dependence on Qatar.,T_TransitRisk
What land or water constraints affect GIC Re?,T_ConstraintRisk
Show ownership map for GAIL.,T_OwnershipStructure
What JVs does Chambal Fertilisers operate?,T_OwnershipStructure
How exposed is Great Eastern Shipping to marine war-risk spike?,T_StockImpact
What earnings line moves first when bond yields shifts?,T_MacroTransmission
Does current account deficit weaken Netweb Technologies fundamentals?,T_MacroTransmission
What is transit exposure of ammonia via Strait of Hormuz?,T_TransitRisk
Which inputs become scarce after geopolitical escalation?,T_SupplyDisruption
Link Indian Oil earnings to spot LNG price.,T_PriceLinkage
Which group entities sit under Power Grid Corporation?,T_OwnershipStructure
Why did Solar Industries fall after Russia headlines?,T_StockImpact
Who invests in Tata Power?,T_InvestmentFlow
Who owns Hindustan Petroleum?,T_OwnershipStructure
How do freight rates transmit to Voltamp Transformers costs?,T_MacroTransmission
What PE capital is entering Indian Banks & NBFCs?,T_InvestmentFlow
Does Muthoot Finance face feedstock shortage from Cape of Good Hope?,T_SupplyDisruption
Which global funds are buying into Tata Motors?,T_InvestmentFlow
How closely does Chambal Fertilisers follow base oil prices?,T_PriceLinkage
What supply chain risk does India pose for Oil India?,T_SupplyDisruption
Who funds Indian Oil expansion?,T_InvestmentFlow
How does bond yields feed into Power & Utilities earnings?,T_CausalChain
Why did Hindustan Petroleum fall after Red Sea headlines?,T_StockImpact
Does current account deficit weaken Cholamandalam Investment fundamentals?,T_MacroTransmission
What is the price linkage between LPG and Hindustan Petroleum?,T_PriceLinkage
How does excise duty change hit Bharat Petroleum?,T_RegulatoryImpact
Break down Metals & Mining sensitivity to USD/INR.,T_SectorExposure
Why did Solar Industries fall after Oman headlines?,T_StockImpact
"Between Hindustan Unilever and ONGC, who faces more Hormuz disruption risk?",T_CompareExposure
Model base and bull cases for Banks & NBFCs after refinery outage.,T_EventScenario
What is the beta of Federal Bank to tanker freight rates?,T_PriceLinkage
How is fertiliser subsidy linked to Indian Oil?,T_RegulatoryImpact
Model base and bull cases for Telecom & Connectivity after crude price rally.,T_EventScenario
Does Cochin Shipyard pass through bond yields changes?,T_PriceLinkage
Which suppliers are disrupted by Oman tension?,T_SupplyDisruption
How does LPG import disruption affect Solar Industries share price?,T_StockImpact
Who is the parent of Cochin Shipyard?,T_OwnershipStructure
What macro channel links LNG curtailment to Petronet LNG?,T_MacroTransmission
What is Bharat Electronics's equity sensitivity to marine war-risk spike?,T_StockImpact
How does naphtha price affect Infosys margins?,T_PriceLinkage
How is Great Eastern Shipping linked to ONGC group?,T_OwnershipStructure
Show transmission from urea shock to ONGC.,T_CausalChain
What government action caps ONGC pricing?,T_RegulatoryImpact
Which hedges reduce ICICI Lombard oil exposure?,T_Hedging
What capital flows into Capital Goods from Mubadala?,T_InvestmentFlow
How does LPG shortage propagate to Refining?,T_SupplyDisruption
Which feedstocks are at risk from geopolitical escalation?,T_SupplyDisruption
Who in Telecom & Connectivity is most exposed to Oman?,T_SectorExposure
Is Power Grid Corporation pricing indexed to Brent crude price?,T_PriceLinkage
Compare refining vs marketing exposure to oil supply shock.,T_CompareExposure
What links Cape of Good Hope closure to Banks & NBFCs stocks?,T_CausalChain
How does LNG curtailment affect Coromandel International?,T_SupplyDisruption
Which refiners benefit from Brent crude price widening?,T_Beneficiary
Why did Federal Bank fall after Saudi Arabia headlines?,T_StockImpact
Rank Power & Utilities stocks by spot LNG price sensitivity.,T_CompareExposure
Model base and bull cases for IT Services after refinery outage.,T_EventScenario
What land or water constraints affect ICICI Lombard?,T_ConstraintRisk
Does Reliance Industries hedge LNG price volatility?,T_Hedging
Model base and bull cases for Telecom & Connectivity after oil supply shock.,T_EventScenario
Does current account deficit weaken Federal Bank fundamentals?,T_MacroTransmission
Which feedstocks are at risk from LPG import disruption?,T_SupplyDisruption
Who are the major shareholders of Voltamp Transformers?,T_OwnershipStructure
What FII flows affect Muthoot Finance?,T_InvestmentFlow
List Indian winners from India disruption.,T_Beneficiary
Which stocks rally when INR depreciation increases?,T_Beneficiary
Which feedstocks are at risk from oil supply shock?,T_SupplyDisruption
What FII flows affect InterGlobe Aviation?,T_InvestmentFlow
What if India closes completely?,T_EventScenario
Which peer has greater bond yields exposure: Adani Ports or GAIL?,T_CompareExposure
Does InterGlobe Aviation pass through USD/INR changes?,T_PriceLinkage
Rank Adani Green Energy versus sector peers on Strait of Hormuz risk.,T_CompareExposure
How does sulphur price affect Indian Oil margins?,T_PriceLinkage
What supply chain risk does Qatar pose for Petronet LNG?,T_SupplyDisruption
Which policy levers matter for Reliance Industries in Shipping & Logistics?,T_RegulatoryImpact
Simulate de-escalation impact on marine war-risk premium.,T_EventScenario
How is InterGlobe Aviation linked to ONGC group?,T_OwnershipStructure
How does grid evacuation limit Federal Bank?,T_ConstraintRisk
Why are Bharat Petroleum stocks impacted by Hormuz disruption?,T_StockImpact
How does Shriram Finance manage gross refining margin sensitivity?,T_Hedging
What policy tailwinds support Petronet LNG?,T_RegulatoryImpact
What infrastructure constraints affect Chambal Fertilisers?,T_ConstraintRisk
How exposed is Bharat Electronics to geopolitical escalation?,T_StockImpact
Who is more hurt by Brent rally: Adani Ports or Tata Motors?,T_CompareExposure
Which peer has greater gross refining margin exposure: NTPC or GAIL?,T_CompareExposure
What commodities drive Federal Bank cost base?,T_PriceLinkage
What derivative hedges does Federal Bank run on USD/INR?,T_Hedging
Which group entities sit under Coal India?,T_OwnershipStructure
"If Cape of Good Hope shuts, how much LPG supply is at risk?",T_TransitRisk
What earnings line moves first when spot LNG price shifts?,T_MacroTransmission
Why are CSB Bank shares under pressure from bond yields?,T_StockImpact
Does tanker freight surge hurt Hindustan Unilever investors?,T_StockImpact
What procurement risk does geopolitical escalation create for GAIL?,T_SupplyDisruption
"Between Coal India and ONGC, who faces more LPG import disruption risk?",T_CompareExposure
Which refiners benefit from bond yields widening?,T_Beneficiary
What is the beta of NTPC to India CPI?,T_PriceLinkage
Which sovereign funds invest in Indian Capital Goods?,T_InvestmentFlow
Is GIC Re exposed to Red Sea shipping routes?,T_TransitRisk
How does Oman disruption cause changes in fertiliser subsidy bill?,T_CausalChain
Which NBFCs sit in the impact chain for ICICI Lombard?,T_SectorExposure
How sensitive is Voltamp Transformers to a spot LNG price spike?,T_MacroTransmission
How is Larsen & Toubro linked to tanker freight rates?,T_PriceLinkage
What power availability risk hits New India Assurance?,T_ConstraintRisk
Which Paints & Adhesives names are beneficiaries of RBI policy rate?,T_Beneficiary
What capacity bottlenecks slow Hindustan Unilever rollout?,T_ConstraintRisk
How do freight rates transmit to GAIL costs?,T_MacroTransmission
Run a bear case for Coal India under Hormuz disruption.,T_EventScenario
Which is more exposed: Reliance Industries or Reliance Industries?,T_CompareExposure
What government action caps SpiceJet pricing?,T_RegulatoryImpact
List Indian winners from Saudi Arabia disruption.,T_Beneficiary
Who are the major shareholders of Federal Bank?,T_OwnershipStructure
How dependent is India on Cape of Good Hope for urea?,T_TransitRisk
How is fertiliser subsidy linked to InterGlobe Aviation?,T_RegulatoryImpact
How sensitive is Hindustan Petroleum to a current account deficit spike?,T_MacroTransmission
Quantify India's base oil dependence on UAE.,T_TransitRisk
Who is the parent of Great Eastern Shipping?,T_OwnershipStructure
Enumerate Telecom & Connectivity companies tied to oil supply shock.,T_SectorExposure
Rank Reliance Industries versus sector peers on Red Sea risk.,T_CompareExposure
How does UAE risk transmit to Bharat Petroleum stock?,T_StockImpact
How is New India Assurance linked to ONGC group?,T_OwnershipStructure
Track investment from SoftBank into Indian tech infra.,T_InvestmentFlow
Can New India Assurance secure LNG if Strait of Hormuz closes?,T_SupplyDisruption
How does InterGlobe Aviation hedge against India CPI?,T_Hedging
What policy tailwinds support Chambal Fertilisers?,T_RegulatoryImpact
How does ammonia price affect Infosys margins?,T_PriceLinkage
How does transmission capacity limit Solar Industries?,T_ConstraintRisk
Which companies benefit from geopolitical escalation?,T_Beneficiary
Does Tata Motors offset fertiliser subsidy bill risk via FX hedges?,T_Hedging
What constrains New India Assurance growth in AI infra?,T_ConstraintRisk
Show sector basket for tanker freight surge impact.,T_SectorExposure
What if Oman closes completely?,T_EventScenario
How do subsidy revisions change GAIL outlook?,T_RegulatoryImpact
Model base and bull cases for IT Services after tanker freight surge.,T_EventScenario
What is the price linkage between base oil and Cochin Shipyard?,T_PriceLinkage
What is the mechanism from Hormuz disruption to bank stocks?,T_CausalChain
Which regulations constrain Coal India margins?,T_RegulatoryImpact
How does Cape of Good Hope chokepoint impact Indian energy imports?,T_TransitRisk
How does Red Sea affect PVC resin and then Asian Paints?,T_CausalChain
Model base and bull cases for Capital Goods after marine war-risk spike.,T_EventScenario
Does Voltamp Transformers hedge naphtha price volatility?,T_Hedging
How does spot LNG price feed into Power & Utilities earnings?,T_CausalChain
Does Great Eastern Shipping face feedstock shortage from Red Sea?,T_SupplyDisruption
Which inputs become scarce after crude price rally?,T_SupplyDisruption
How does rerouting via Cape affect Reliance Industries?,T_TransitRisk
What policy tailwinds support New India Assurance?,T_RegulatoryImpact
What is Hormuz transit risk for Indian LPG?,T_TransitRisk
