id,text,node_type,node_name
C_AFCONS,"Type: COMPANY
Name: Afcons Infrastructure
Relationships:
",COMPANY,Afcons Infrastructure
C_NTPC,"Type: COMPANY
Name: NTPC
Relationships:
BENEFITS_FROM: Spot LNG / JKM",COMPANY,NTPC
C_NTPCGREEN,"Type: COMPANY
Name: NTPC Green Energy
Relationships:
SUPPLIES_TO: CtrlS Datacenters",COMPANY,NTPC Green Energy
C_POWERGRID,"Type: COMPANY
Name: Power Grid Corporation
Relationships:
BENEFITS_FROM: Transmission evacuation capacity",COMPANY,Power Grid Corporation
C_TATAPOWER,"Type: COMPANY
Name: Tata Power
Relationships:
BENEFITS_FROM: India AI infrastructure capex cycle",COMPANY,Tata Power
C_ADANIPOWER,"Type: COMPANY
Name: Adani Power
Relationships:
",COMPANY,Adani Power
C_ADANIGREEN,"Type: COMPANY
Name: Adani Green Energy
Relationships:
BENEFITS_FROM: India AI infrastructure capex cycle",COMPANY,Adani Green Energy
C_JSWENERGY,"Type: COMPANY
Name: JSW Energy
Relationships:
",COMPANY,JSW Energy
C_TORNTPOWER,"Type: COMPANY
Name: Torrent Power
Relationships:
",COMPANY,Torrent Power
C_NHPC,"Type: COMPANY
Name: NHPC
Relationships:
BENEFITS_FROM: Grid stability under volatile DC load ramps",COMPANY,NHPC
C_IEX,"Type: COMPANY
Name: Indian Energy Exchange
Relationships:
BENEFITS_FROM: India AI infrastructure capex cycle",COMPANY,Indian Energy Exchange
C_SUZLON,"Type: COMPANY
Name: Suzlon Energy
Relationships:
",COMPANY,Suzlon Energy
C_INOXWIND,"Type: COMPANY
Name: Inox Wind
Relationships:
",COMPANY,Inox Wind
C_KPIGREEN,"Type: COMPANY
Name: KPI Green Energy
Relationships:
",COMPANY,KPI Green Energy
C_WAAREE,"Type: COMPANY
Name: Waaree Energies
Relationships:
BENEFITS_FROM: Strait of Hormuz disruption",COMPANY,Waaree Energies
C_PREMIER,"Type: COMPANY
Name: Premier Energies
Relationships:
",COMPANY,Premier Energies
C_EXIDE,"Type: COMPANY
Name: Exide Industries
Relationships:
",COMPANY,Exide Industries
C_AMARAJA,"Type: COMPANY
Name: Amara Raja Energy & Mobility
Relationships:
",COMPANY,Amara Raja Energy & Mobility
C_SERVOTECH,"Type: COMPANY
Name: Servotech Renewable Power
Relationships:
",COMPANY,Servotech Renewable Power
C_PFC,"Type: COMPANY
Name: Power Finance Corporation
Relationships:
BENEFITS_FROM: Power availability",COMPANY,Power Finance Corporation
C_RECLTD,"Type: COMPANY
Name: REC Ltd
Relationships:
BENEFITS_FROM: Power availability",COMPANY,REC Ltd
C_IREDA,"Type: COMPANY
Name: IREDA
Relationships:
BENEFITS_FROM: Grid stability under volatile DC load ramps",COMPANY,IREDA
C_VATECHWABAG,"Type: COMPANY
Name: VA Tech Wabag
Relationships:
",COMPANY,VA Tech Wabag
C_IONEXCHANGE,"Type: COMPANY
Name: Ion Exchange India
Relationships:
SUPPLIES_TO: Data centre capacity (MW IT load)",COMPANY,Ion Exchange India
C_TEAMLEASE,"Type: COMPANY
Name: TeamLease Services
Relationships:
BENEFITS_FROM: Liquid cooling / HV commissioning talent",COMPANY,TeamLease Services
C_QUESS,"Type: COMPANY
Name: Quess Corp
Relationships:
BENEFITS_FROM: Liquid cooling / HV commissioning talent",COMPANY,Quess Corp
